InputID,TargetID,Distance
544,HGM,0.0218606039902
545,SJA,0.0203108053295
546,MCM,0.0193107436137
547,MCM,0.00248361580341
548,MCM,0.0028317672589
549,MCM,0.016329775187
550,MCM,0.0103469933338
551,LAA,0.00488506545481
552,MCM,0.0266046967592
553,MCM,0.0179921277093
554,HGM,0.0193456218449
555,MCM,0.0260881820428
556,UIZ,0.0169460191671
557,CAM,0.0280195114534
558,MCM,0.0193155206626
559,MCM,0.00999666488176
560,COY,0.0157585738591
561,MCM,0.00203623768376
562,MCM,0.0221153762327
563,HGM,0.0232378415669
564,MCM,0.00354074578105
565,UAX,0.0210874022228
566,MCM,0.0095725273464
567,CCA,0.0188885548798
568,DIC,0.0234728707385
569,HGM,0.0192910532998
570,UAX,0.0215248125271
571,IZT,0.0189113925002
572,MCM,0.019688793161
573,MCM,0.00298427546064
574,BJU,0.000999440204884
575,SHA,0.0199571981796
576,MGH,0.0164298287678
577,MCM,0.0095698072192
578,HGM,0.024434500779
579,HGM,0.0235019011266
580,HGM,0.0213001298068
581,MCM,0.0192923612598
582,MCM,0.0085742828161
583,HGM,0.0231592946264
584,GAM,0.0270219695376
585,DIC,0.00806566829294
586,MCM,0.0111479819452
587,MCM,0.00320822912528
588,MCM,0.00281324737399
589,IZT,0.0202206741535
590,MCM,0.0192791134748
591,MCM,0.00297889363833
592,SJA,0.037778791937
593,HGM,0.0214928375403
594,NEZ,0.06048576745
595,MCM,0.0189813803479
596,MCM,0.0127268394417
597,MCM,0.0189476315066
598,HGM,0.020970461037
599,UAX,0.0400670034141
600,HGM,0.0218321759655
601,UIZ,0.037624573973
602,MCM,0.0232452996757
603,MCM,0.00320019640023
604,MCM,0.0165918155799
605,MCM,0.0194981855474
606,CCA,0.0279035824407
607,MCM,0.0134805829622
608,HGM,0.021860783879
609,HGM,0.0207989633193
610,HGM,0.0225042342338
611,BJU,0.0103068620874
612,MCM,0.0193632444231
613,IZT,0.0312392260842
614,HGM,0.0143042448477
615,HGM,0.0176968137087
616,MGH,0.0232396403471
617,HGM,0.020632186288
618,MGH,0.0229248134082
619,HGM,0.017358964134
620,HGM,0.0178046620645
621,MCM,0.00956950557303
622,HGM,0.0245222286508
623,HGM,0.0216631522522
624,HGM,0.0157944018824
625,HGM,0.0194336366569
626,MCM,0.00318605161051
627,BJU,0.00226876572683
628,MCM,0.0034281512289
629,UAX,0.0401749313482
630,UAX,0.0428671600408
631,COY,0.0182050286276
632,HGM,0.0147224164862
633,UIZ,0.0337969830722
634,CAM,0.0227433654051
635,HGM,0.0213034306142
636,HGM,0.0210655818039
637,MCM,0.00315730124682
638,HGM,0.0208980178089
639,MCM,0.0192877856298
640,TEC,0.0156077008695
641,COY,0.00963429036025
642,MCM,0.0261545209277
643,MER,0.00763406949012
644,MCM,0.0178030261309
645,MCM,0.0194811863797
646,MCM,0.00668437340911
647,HGM,0.0129672862408
648,BJU,0.00227259691499
649,SHA,0.0198380696131
650,SHA,0.0148734519543
651,UAX,0.0260708712305
652,UAX,0.0323997893063
653,MCM,0.00521604739257
654,MCM,0.0103906678265
655,DIC,0.00422168285217
656,DIC,0.00801143671433
657,TEC,0.00379305096855
658,UAX,0.0323110742825
659,HGM,0.0252425315493
660,HGM,0.00512480913483
661,UAX,0.0379888497425
662,MCM,0.0194869037087
663,HGM,0.0209598023324
664,MCM,0.00956959930039
665,MCM,0.0234133603111
666,CCA,0.0213985268937
667,CCA,0.0101523946849
668,HGM,0.0204904582855
669,HGM,0.0234539747778
670,MCM,0.00305634441868
671,BJU,0.00227452143706
672,HGM,0.015766640913
673,MCM,0.00302980671311
674,MCM,0.00443925342484
