"","ID","estaacion","Distance"
"581",581,"BJU",0.0336533587121
"582",582,"MCM",0.0323712181909
"583",583,"MER",0.019103310661
"584",584,"SHA",0.0313250007626
"585",585,"MCM",0.026618652754
"586",586,"AJM",0.0664580620829
"587",587,"BJU",0.038202929557
"588",588,"MCM",0.0162309666218
"589",589,"MER",0.0150095595452
"590",590,"CCA",0.0382137782621
"591",591,"HGM",0.0244868980773
"592",592,"MGH",0.0332569845785
"593",593,"MER",0.0149719820317
"594",594,"MER",0.0233925064253
"595",595,"MER",0.021842544447
"596",596,"MCM",0.0277782679339
"597",597,"MCM",0.0260916450445
"598",598,"IZT",0.0255416583585
"599",599,"HGM",0.0285311072462
"600",600,"MER",0.0154626993972
"601",601,"HGM",0.0263029431433
"602",602,"MCM",0.0184251085456
"603",603,"COY",0.0404465276217
"604",604,"MER",0.0218425433672
"605",605,"MCM",0.0152041062474
"606",606,"COY",0.0200688903673
"607",607,"MCM",0.0278926312868
"608",608,"MCM",0.0166647100989
"609",609,"MCM",0.0255287312062
"610",610,"IZT",0.0365966809904
"611",611,"MCM",0.0298985374948
"612",612,"MCM",0.0150875575218
"613",613,"HGM",0.0204262134742
"614",614,"MCM",0.0264694956866
"615",615,"MCM",0.0198802061736
"616",616,"MCM",0.0299073174491
"617",617,"MCM",0.0160192553491
"618",618,"MCM",0.0373223257675
"619",619,"HGM",0.0280004896069
"620",620,"MCM",0.0279314316374
"621",621,"MER",0.0345813502462
"622",622,"MER",0.021852829783
"623",623,"MCM",0.0299292002906
"624",624,"PED",0.0192093673861
"625",625,"MCM",0.0267771482626
"626",626,"MGH",0.0329433001131
"627",627,"MER",0.0156520235271
"628",628,"MER",0.0157306935802
"629",629,"MER",0.0218373482187
"630",630,"IZT",0.0330298103334
"631",631,"PED",0.016516060313
"632",632,"IZT",0.0363474460322
"633",633,"HGM",0.0166226635038
"634",634,"LAA",0.0322777614814
"635",635,"MCM",0.0157474456841
"636",636,"HGM",0.0236779657803
"637",637,"HGM",0.021066875336
"638",638,"HGM",0.0175007656722
"639",639,"HGM",0.0204115335238
"640",640,"HGM",0.0210101557462
"641",641,"HGM",0.022206693957
"642",642,"MCM",0.0256160468451
"643",643,"MER",0.0151276102035
"644",644,"TEC",0.0158294288837
"645",645,"EAJ",0.0772184633685
"646",646,"IZT",0.0416235387389
"647",647,"HGM",0.0238873446932
"648",648,"MER",0.0153626373571
"649",649,"MER",0.0220797593483
"650",650,"MER",0.0156750864713
"651",651,"IZT",0.0255004634203
"652",652,"MGH",0.0328870349471
"653",653,"MER",0.0224303902866
"654",654,"MCM",0.0355984041259
"655",655,"HGM",0.0240282185888
"656",656,"MER",0.0235565311762
"657",657,"MER",0.00833527687197
"658",658,"MER",0.0147232185616
"659",659,"MCM",0.0278752255598
"660",660,"MER",0.023289902804
"661",661,"MER",0.0191375020013
"662",662,"MCM",0.0352773050661
"663",663,"HGM",0.0210442509489
"664",664,"MER",0.0210744414137
"665",665,"MER",0.021080033052
"666",666,"MCM",0.0160110399953
"667",667,"SHA",0.025332862776
"668",668,"MER",0.020544003056
"669",669,"MCM",0.0379610301185
"670",670,"HGM",0.0243753716905
"671",671,"MCM",0.0251684743175
"672",672,"GAM",0.0173692584753
"673",673,"DIC",0.0775697298838
"674",674,"MER",0.0213147875877
"675",675,"MCM",0.0357881050235
"676",676,"CUA",0.0380451892694
"677",677,"CAM",0.0304032293786
"678",678,"NEZ",0.0312940838549
"679",679,"MCM",0.0276027138885
"680",680,"HGM",0.0217516161139
"681",681,"SJA",0.0263629631283
"682",682,"COY",0.0574538509153
"683",683,"UIZ",0.057157085017
"684",684,"SFE",0.0380348114849
"685",685,"EAJ",0.037038249698
"686",686,"HGM",0.0307644612488
"687",687,"HGM",0.0290013933803
"688",688,"MER",0.0378777129207
"689",689,"IBM",0.021925524061
"690",690,"MGH",0.036219611968
"691",691,"MER",0.0146550122158
"692",692,"BJU",0.0233281928675
"693",693,"HGM",0.0210652233613
"694",694,"SHA",0.0176366803925
"695",695,"GAM",0.0198783713936
"696",696,"BJU",0.0377785509772
"697",697,"LAA",0.039642697527
"698",698,"LAA",0.0299845977691
"699",699,"HGM",0.0245442888626
"700",700,"MCM",0.0356474913369
"701",701,"MER",0.0156243267947
"702",702,"EAJ",0.0364641536992
"703",703,"UIZ",0.0376435978089
"704",704,"HGM",0.0242577752129
"705",705,"MER",0.015469974666
"706",706,"PED",0.0193436000798
"707",707,"MCM",0.0198331038054
"708",708,"GAM",0.0352860681398
"709",709,"MCM",0.027615826998
"710",710,"MCM",0.0297178070729
"711",711,"MCM",0.0361003760051
"712",712,"MER",0.0269196038545
"713",713,"LAA",0.0307120574045
"714",714,"MER",0.023372774414
"715",715,"COY",0.0132347615439
"716",716,"HGM",0.0245539849719
"717",717,"IZT",0.0377741564326
"718",718,"HGM",0.0164509737706
"719",719,"HGM",0.0177798968493
"720",720,"UIZ",0.0277804274428
"721",721,"COY",0.0287720816988
"722",722,"MER",0.0148441814167
"723",723,"CCA",0.037378372785
"724",724,"UIZ",0.0414688223049
"725",725,"MCM",0.0251854551165
"726",726,"HGM",0.0210857827318
"727",727,"MGH",0.0324765307568
"728",728,"HGM",0.0210645179144
"729",729,"MER",0.0158138906074
