ID,estacion,Distance
2228,MCM,0.003198031
2229,MCM,0.008398423
2230,HGM,0.021281445
2231,MCM,0.013563202
2232,TEC,0.010010913
2233,MCM,0.009570147
2234,MGH,0.027103121
2235,DIC,0.023325759
2236,UAX,0.034005736
2237,IZT,0.021421013
2238,DIC,0.008944049
2239,MCM,0.009106142
2240,HGM,0.021765144
2241,HGM,0.022952586
2242,SHA,0.019837748
2243,HGM,0.024071049
2244,CCA,0.018883487
2245,EAJ,0.033358724
2246,COY,0.015127687
2247,UAX,0.04878459
2248,COY,0.004790894
2249,COR,0.040123507
2250,IZT,0.027161118
2251,IZT,0.030740205
2252,COY,0.008862234
2253,MCM,0.013850008
2254,HGM,0.02403523
2255,CCA,0.019919196
2256,UAX,0.019165249
2257,DIC,0.02334655
2258,IZT,0.031954168
2259,HGM,0.021144275
2260,PED,0.013849823
2261,MCM,0.008413294
2262,TLA,0.028703974
2263,CCA,0.014768297
2264,NEZ,0.026644158
2265,MGH,0.022816411
2266,COR,0.0894259
2267,MCM,0.002856181
2268,UAX,0.030995929
2269,HGM,0.021803002
2270,MCM,0.013417562
2271,HGM,0.021653314
2272,MCM,0.025000255
2273,CCA,0.038233841
2274,MCM,0.010557818
2275,MCM,0.003295106
2276,MCM,0.023802695
2277,EAJ,0.062962351
2278,MCM,0.010706332
2279,MCM,0.011150582
2280,MCM,0.022209148
2281,MCM,0.003271302
2282,MER,0.023939249
2283,MCM,0.009600178
2284,MCM,0.019282873
2285,BJU,0.013752081
2286,MCM,0.02361605
2287,MCM,0.013568548
2288,MCM,0.022012671
2289,HGM,0.017592571
2290,MCM,0.003922144
2291,NEZ,0.01977165
2292,MGH,0.010691721
2293,HGM,0.023771534
2294,SJA,0.044654359
2295,MER,0.002170961
2296,IBM,0.004358757
2297,MCM,0.010295085
2298,NEZ,0.010866325
2299,NEZ,0.010880484
2300,HGM,0.021409773
2301,MER,0.007768713
2302,UAX,0.038754953
2303,MCM,0.019308875
2304,MCM,0.016305957
2305,MCM,0.003219738
2306,MCM,0.009571704
2307,PED,0.039819248
2308,UIZ,0.019143412
2309,MCM,0.01884541
2310,MCM,0.010766139
2311,MCM,0.003680496
2312,HGM,0.019221418
2313,PED,0.01662277
2314,HGM,0.020918546
2315,HGM,0.013944726
2316,UAX,0.005150866
2317,UAX,0.038743501
2318,LOM,0.020895777
2319,MCM,0.008752066
2320,IZT,0.027192836
2321,MER,0.025378855
2322,MCM,0.013405083
2323,IZT,0.026705893
2324,MCM,0.01082692
2325,MCM,0.00641443
2326,BJU,0.019983131
2327,BJU,0.018076106
2328,BJU,0.017022106
2329,HGM,0.019192583
2330,IBM,0.012293407
2331,IBM,0.012387357
2332,MCM,0.013610291
2333,MCM,0.002516561
2334,MCM,0.009571788
2335,MCM,0.003282835
2336,HGM,0.021170723
2337,MCM,0.018908679
2338,MCM,0.006408327
2339,MCM,0.003274309
2340,MCM,0.007943269
2341,PED,0.042653805
2342,MCM,0.003212445
2343,HGM,0.020970654
2344,IZT,0.021999506
2345,HGM,0.020805413
2346,LAA,0.01781868
2347,LAA,0.014057721
2348,LAA,0.015815282
2349,TEC,0.013179009
2350,LAA,0.015998765
2351,MGH,0.024548514
2352,LAA,0.020379575
2353,MCM,0.026152211
2354,HGM,0.022714958
2355,HGM,0.021263413
2356,MCM,0.019191806
2357,BJU,0.031350781
2358,MCM,0.016950519
2359,MCM,0.014331758
2360,MCM,0.011059099
2361,HGM,0.020224614
2362,MCM,0.02408345
2363,DIC,0.004353405
2364,MCM,0.008711344
2365,HGM,0.021849551
2366,HGM,0.020838579
2367,MCM,0.022462562
2368,DIC,0.000408978
2369,UAX,0.080223696
2370,MER,0.007746954
2371,MCM,0.012678043
2372,MCM,0.009572934
2373,MCM,0.016704576
2374,CAM,0.021858868
2375,MCM,0.009580438
2376,HGM,0.026181549
2377,MCM,0.007944173
2378,HGM,0.021488424
2379,DIC,0.000268287
2380,CAM,0.024122879
2381,MCM,0.00259199
2382,MGH,0.013747008
2383,MER,0.005326375
2384,MCM,0.022006315
2385,HGM,0.021326807
2386,MCM,0.0193217
2387,HGM,0.020955884
2388,LAA,0.007007309
2389,SJA,0.025979539
2390,DIC,0.019517645
2391,NEZ,0.020825816
2392,LOM,0.020637622
2393,UAX,0.036237349
2394,SJA,0.015739045
2395,UIZ,0.002778632
2396,MER,0.006852312
2397,MER,0.006084629
2398,TLA,0.018665309
2399,NEZ,0.031018467
2400,MGH,0.022772179
2401,MGH,0.013796634
2402,BJU,0.031490728
2403,HGM,0.020550254
2404,BJU,0.013777204
2405,CCA,0.018275069
2406,HGM,0.022148577
2407,MCM,0.007945736
2408,UAX,0.004547604
2409,DIC,0.004243232
2410,MCM,0.013615684
2411,MCM,0.0166769
2412,MGH,0.018917826
2413,SHA,0.022284515
2414,MCM,0.019309925
2415,MCM,0.00380492
2416,HGM,0.015972901
2417,HGM,0.026306327
2418,MCM,0.010254978
2419,COR,0.028928917
2420,CCA,0.038214556
2421,COY,0.001055324
2422,MCM,0.012149675
2423,HGM,0.021739031
2424,COY,0.008796196
2425,HGM,0.020914973
2426,MCM,0.009574877
2427,MCM,0.003369721
2428,UIZ,0.028700989
2429,MER,0.007757287
2430,HGM,0.020492185
2431,HGM,0.020962993
2432,BJU,0.002284849
2433,MCM,0.021682183
2434,HGM,0.020573199
2435,MCM,0.005947663
2436,MCM,0.009559384
2437,PED,0.016832681
2438,MCM,0.003469105
2439,PED,0.016637246
2440,MCM,0.009022377
2441,MGH,0.025662115
2442,MGH,0.025664485
2443,NEZ,0.03181834
2444,UAX,0.045606567
2445,COR,0.050991739
2446,TLA,0.027347547
2447,COY,0.010815888
2448,CCA,0.021411654
2449,CCA,0.02067316
2450,CCA,0.014102596
2451,CCA,0.017580344
2452,MCM,0.015160912
2453,CCA,0.018751139
2454,LOM,0.025325185
2455,LOM,0.022647663
2456,BJU,0.010481091
2457,NEZ,0.031411962
2458,UIZ,0.016034948
2459,MCM,0.011143677
2460,MGH,0.002656792
2461,MGH,0.007878505
2462,DIC,0.026194651
2463,CCA,0.019908256
2464,COR,0.028449339
2465,CCA,0.012743114
2466,COR,0.030047401
2467,UAX,0.035028958
2468,UAX,0.004634421
2469,UAX,0.039563917
2470,UIZ,0.010178214
2471,TLA,0.027225972
2472,UIZ,0.029883833
2473,HGM,0.021806862
2474,HGM,0.020852061
2475,NEZ,0.040763172
2476,IZT,0.017670229
2477,HGM,0.026191455
2478,HGM,0.026192858
2479,MGH,0.029743945
2480,MCM,0.003761161
2481,MCM,0.014343857
2482,MCM,0.022069368
2483,HGM,0.020918448
2484,MCM,0.022146475
2485,MCM,0.018475036
2486,MCM,0.016569677
2487,SJA,0.022670897
2488,MCM,0.003212445
2489,BJU,0.022127404
2490,MCM,0.003269171
2491,MCM,0.023479282
2492,BJU,0.022267309
2493,MCM,0.015678193
2494,TEC,0.015721972
2495,UAX,0.027681754
2496,MGH,0.020943383
2497,LAA,0.015237114
2498,HGM,0.020912631
2499,HGM,0.012501077
2500,MGH,0.01431958
2501,TEC,0.002931907
2502,IZT,0.016967729
2503,HGM,0.021800076
2504,MER,0.013622464
2505,MER,0.017196251
2506,MCM,0.026276264
2507,MCM,0.009562879
2508,MER,0.007499824
2509,BJU,0.002278629
2510,LAA,0.007103539
2511,HGM,0.021804401
2512,PED,0.010847723
2513,TEC,0.014905362
2514,NEZ,0.030610439
2515,HGM,0.021528568
2516,IZT,0.030503777
2517,UIZ,0.027062807
2518,MCM,0.013604644
2519,NEZ,0.031888653
2520,MCM,0.016678474
2521,IZT,0.029954726
2522,PED,0.035032683
2523,MCM,0.024003794
2524,HGM,0.021855456
2525,MCM,0.003340551
2526,MGH,0.023594904
2527,CCA,0.014350774
2528,NEZ,0.024240876
2529,COY,0.013911174
2530,MCM,0.013452751
2531,HGM,0.02169105
2532,UAX,0.016497734
2533,MCM,0.011719899
2534,CCA,0.038139765
2535,MER,0.007567817
2536,DIC,0.000266548
2537,TAH,0.005867223
2538,LAA,0.008599468
2539,SHA,0.007133694
2540,CAM,0.023484016
2541,UAX,0.043894855
2542,MCM,0.013539479
2543,UAX,0.023038735
2544,UIZ,0.022405336
2545,NEZ,0.027330913
2546,MGH,0.024348568
2547,UIZ,0.022444386
2548,UIZ,0.027122138
2549,MGH,0.024040276
2550,MGH,0.027011223
2551,MGH,0.024160143
2552,PED,0.012234094
2553,COR,0.03238017
2554,MCM,0.018823576
2555,IZT,0.027069545
2556,DIC,0.005563663
2557,DIC,0.0055919
2558,MER,0.01559233
2559,HGM,0.025892274
2560,HGM,0.021359203
2561,MCM,0.016869743
2562,MCM,0.018507983
2563,CCA,0.025552879
2564,MCM,0.018937954
2565,CCA,0.009912963
2566,EAJ,0.062884716
2567,CCA,0.012226805
2568,CCA,0.0262048
2569,CCA,0.038167493
2570,HGM,0.021590571
2571,MCM,0.017143941
2572,MCM,0.02306059
2573,MCM,0.008991532
2574,MCM,0.006057837
2575,CUA,0.017871064
2576,MCM,0.009572778
2577,HGM,0.011259522
2578,MCM,0.019038041
2579,HGM,0.023019517
2580,DIC,0.004313121
2581,MGH,0.022222563
2582,MGH,0.026438378
2583,MCM,0.010862844
2584,HGM,0.021571642
2585,BJU,0.020785716
2586,UAX,0.031238737
2587,CCA,0.013686821
2588,HGM,0.019408922
2589,MCM,0.019298133
2590,HGM,0.026139955
2591,MGH,0.015586846
2592,MGH,0.01564406
2593,MGH,0.01905889
2594,MGH,0.024597775
2595,MGH,0.026026485
2596,MGH,0.02703899
2597,UIZ,0.018422156
2598,MER,0.008286527
2599,IZT,0.017231585
2600,MGH,0.010425749
2601,MCM,0.018987084
2602,LAA,0.004841358
2603,TLA,0.034667035
2604,MCM,0.019309808
2605,MCM,0.019314147
2606,MCM,0.01440169
2607,TLA,0.034635064
2608,MCM,0.007980592
2609,BJU,0.011904257
2610,COY,0.025720244
2611,MCM,0.014146367
2612,CAM,0.02114856
2613,MCM,0.008442787
2614,HGM,0.020945392
2615,BJU,0.015120558
2616,BJU,0.024262012
2617,IZT,0.004580413
2618,MCM,0.00307115
2619,HGM,0.027246707
2620,BJU,0.025508039
2621,MER,0.006788576
2622,DIC,0.019517161
2623,CUA,0.007706113
2624,IZT,0.005107476
2625,UIZ,0.028689139
2626,PED,0.018199854
2627,SJA,0.017895035
2628,SHA,0.016142477
2629,SJA,0.018286019
2630,UIZ,0.018403082
2631,UIZ,0.024516152
2632,SJA,0.006975156
2633,TEC,0.007996906
2634,UAX,0.029862304
2635,UAX,0.031412495
2636,SJA,0.009906531
2637,HGM,0.021605838
2638,HGM,0.022399977
2639,HGM,0.015325937
2640,MCM,0.021726563
2641,MER,0.020100202
2642,MCM,0.002643725
2643,MCM,0.010476922
2644,MCM,0.00830669
2645,MER,0.022771968
2646,HGM,0.021500075
2647,MCM,0.013465892
2648,HGM,0.020938976
2649,LAA,0.010616745
2650,MCM,0.007892485
2651,DIC,0.004283185
2652,SJA,0.024810827
2653,SJA,0.024806284
2654,MCM,0.026502312
2655,CCA,0.014881267
2656,HGM,0.016786142
2657,IZT,0.032543672
2658,NEZ,0.030428678
2659,MCM,0.018983739
2660,MCM,0.01785382
2661,MCM,0.018960697
2662,CCA,0.010082956
2663,IZT,0.014502427
2664,HGM,0.018806471
2665,MCM,0.003947506
2666,MCM,0.009014437
2667,EAJ,0.062879655
2668,MCM,0.008357195
2669,BJU,0.025399497
2670,BJU,0.024648209
2671,MCM,0.010507621
2672,DIC,0.016737678
2673,MCM,0.026478553
2674,UIZ,0.01079114
2675,LAA,0.035242173
2676,SHA,0.016395665
2677,PED,0.018087847
2678,SJA,0.009123013
2679,UIZ,0.009836416
2680,DIC,0.021669644
2681,HGM,0.021779671
2682,MGH,0.024087658
2683,EAJ,0.062900078
2684,MCM,0.002961688
2685,BJU,0.025545461
2686,BJU,0.020450007
2687,HGM,0.020118627
2688,MCM,0.016848982
2689,MER,0.013621549
2690,MCM,0.016577672
2691,IZT,0.004775218
2692,DIC,0.010270439
2693,MCM,0.019264237
2694,HGM,0.021765409
2695,MCM,0.016837879
2696,MCM,0.016204469
2697,BJU,0.025546776
2698,BJU,0.024435069
2699,LOM,0.025177347
2700,LOM,0.021439981
2701,HGM,0.024955956
2702,UAX,0.012260824
2703,HGM,0.020938992
2704,LOM,0.019982148
2705,COY,0.014855293
2706,LOM,0.023364629
2707,CAM,0.027474846
2708,BJU,0.026936083
2709,BJU,0.025947694
2710,MGH,0.023878699
2711,TEC,0.010120107
2712,NEZ,0.049009791
2713,UAX,0.040353189
2714,PED,0.015343119
2715,UAX,0.04048721
2716,CAM,0.017339182
2717,LAA,0.015534867
2718,MCM,0.01347147
2719,GAM,0.009793726
2720,TEC,0.015244867
2721,MCM,0.021829833
2722,UAX,0.045857258
2723,UAX,0.022915217
2724,HGM,0.017525431
2725,MCM,0.009140452
2726,BJU,0.02296613
2727,BJU,0.025544253
2728,NEZ,0.038511121
2729,IBM,0.013907588
2730,TEC,0.021484777
2731,TLA,0.028627864
2732,HGM,0.020885196
2733,MCM,0.003187772
2734,NEZ,0.015449129
2735,MCM,0.009555341
2736,HGM,0.020944975
2737,HGM,0.021359643
2738,UIZ,0.034512533
2739,TEC,0.009533612
2740,HGM,0.025835363
2741,MCM,0.026589531
2742,LAA,0.010852605
2743,LAA,0.015237114
2744,MCM,0.018053919
2745,MCM,0.003659617
2746,BJU,0.025551568
2747,HGM,0.023084374
2748,BJU,0.02571836
2749,TEC,0.007749349
2750,UAX,0.02578819
2751,HGM,0.021387686
2752,SFE,0.032098966
2753,MGH,0.020498757
2754,MCM,0.026626737
2755,PED,0.016809116
2756,IBM,0.013898532
2757,HGM,0.015563848
2758,CAM,0.03422277
2759,MCM,0.013587598
2760,HGM,0.01689471
2761,HGM,0.021870896
2762,BJU,0.023880832
2763,HGM,0.020955195
2764,TLA,0.02865146
2765,UIZ,0.017232549
2766,MCM,0.018985559
2767,HGM,0.024528383
2768,MCM,0.021788618
2769,HGM,0.024527671
2770,MCM,0.019305637
2771,MGH,0.013931854
2772,UIZ,0.016576724
2773,HGM,0.021819064
2774,MCM,0.005765702
2775,MCM,0.003686278
2776,CAM,0.019909771
2777,PED,0.009069248
2778,BJU,0.025279422
2779,BJU,0.022249234
2780,CCA,0.028585708
2781,HGM,0.01708577
2782,HGM,0.017694196
2783,HGM,0.020930839
2784,TLA,0.027254321
2785,HGM,0.021396911
2786,TAH,0.030230516
2787,MCM,0.021164938
2788,MGH,0.023488521
2789,MCM,0.016534744
2790,GAM,0.014105194
2791,MCM,0.011112819
2792,COY,0.014541725
2793,COY,0.014566961
2794,PED,0.016641363
2795,MCM,0.013518202
2796,UAX,0.039872822
2797,MCM,0.013509072
2798,MER,0.017291077
2799,DIC,0.000204082
2800,BJU,0.030457616
2801,AJM,0.023350733
2802,MCM,0.002728855
2803,HGM,0.021836602
2804,BJU,0.02716315
2805,BJU,0.021684016
2806,MCM,0.003483321
2807,MCM,0.018469807
2808,MGH,0.003849484
2809,CCA,0.003671013
2810,MCM,0.013500572
2811,BJU,0.014614411
2812,MGH,0.007987511
2813,DIC,0.013872536
2814,HGM,0.020928734
2815,BJU,0.020674519
2816,LAA,0.020630735
2817,LOM,0.025239084
2818,MGH,0.014507457
2819,MCM,0.003206953
2820,CCA,0.013558446
2821,LAA,0.006530939
2822,PED,0.016629855
2823,MCM,0.013516742
2824,MCM,0.006733992
2825,MCM,0.003261386
2826,BJU,0.019988122
2827,BJU,0.022980215
2828,CCA,0.014179173
2829,HGM,0.020926784
2830,CAM,0.022510325
2831,MCM,0.011027213
2832,DIC,0.02691867
2833,MGH,0.027090166
2834,MGH,0.026069829
2835,EAJ,0.062608541
2836,MCM,0.010995243
2837,HGM,0.026157993
2838,IZT,0.024436291
2839,SJA,0.015674609
2840,MCM,0.023860844
2841,MCM,0.016565134
2842,MCM,0.003754117
2843,MCM,0.006642771
2844,UAX,0.032249906
2845,HGM,0.011325531
2846,BJU,0.029112084
2847,BJU,0.028292587
2848,HGM,0.010777775
2849,BJU,0.023621342
2850,BJU,0.022779021
2851,BJU,0.024479472
2852,MER,0.006752469
2853,COY,0.000840511
2854,HGM,0.02245389
2855,SHA,0.01982714
2856,SHA,0.019837612
2857,CCA,0.01738006
2858,UIZ,0.0206635
2859,TEC,0.004752912
2860,DIC,0.001102343
2861,MCM,0.024004349
2862,MCM,0.007509433
2863,GAM,0.001482696
2864,IBM,0.013108492
2865,MCM,0.003190957
2866,TEC,0.007096133
2867,PED,0.042662727
2868,MGH,0.013523118
2869,TEC,0.008874396
2870,MGH,0.013626927
2871,MCM,0.009567827
2872,MCM,0.016152958
2873,TEC,0.0061065
2874,TLA,0.027197924
2875,DIC,0.001257353
2876,PED,0.016639137
2877,SJA,0.019142186
2878,TEC,0.014426618
2879,TEC,0.009054934
2880,TEC,0.004575295
2881,MCM,0.007319906
2882,BJU,0.025303192
2883,TEC,0.014729006
2884,HGM,0.013989296
2885,UAX,0.027518665
2886,HGM,0.020946511
2887,BJU,0.024256277
2888,MCM,0.003514317
2889,MCM,0.028161342
2890,CCA,0.021766603
2891,MER,0.006640655
2892,MCM,0.010345677
2893,MCM,0.016684358
2894,DIC,0.024386749
2895,MCM,0.02360578
2896,MER,0.008465737
2897,DIC,0.004255836
2898,DIC,0.003774253
2899,DIC,0.003784193
2900,HGM,0.02396995
2901,HGM,0.025265988
2902,HGM,0.015916577
2903,BJU,0.021571641
2904,BJU,0.022740478
2905,UAX,0.02993556
2906,UAX,0.041292761
2907,UAX,0.03469411
2908,UAX,0.041639718
2909,MCM,0.00248438
2910,MGH,0.022108942
2911,MCM,0.009577862
2912,DIC,0.001094545
2913,LAA,0.01428721
2914,CCA,0.015139725
2915,MER,0.025708418
2916,MER,0.006108162
2917,LPR,0.034841736
2918,MCM,0.02284401
2919,HGM,0.024526517
2920,MER,0.007968539
2921,MER,0.002635617
2922,UAX,0.029218913
2923,HGM,0.019877332
2924,MCM,0.004052948
2925,MCM,0.01930142
2926,LAA,0.014852302
2927,MCM,0.008189176
2928,UAX,0.040067912
2929,HGM,0.020982568
2930,MCM,0.0236862
2931,UAX,0.050134378
2932,BJU,0.022465305
2933,BJU,0.024286735
2934,MGH,0.022908782
2935,MGH,0.02582405
2936,MCM,0.013504957
2937,CCA,0.027915821
2938,MCM,0.008754348
2939,MCM,0.009569939
2940,MCM,0.008739931
2941,MCM,0.003235716
2942,MCM,0.018076714
2943,MCM,0.019299677
2944,HGM,0.019867453
2945,MCM,0.019306253
2946,CCA,0.027139788
2947,BJU,0.021002276
2948,BJU,0.025570661
2949,IZT,0.016953632
2950,MGH,0.023241854
2951,TEC,0.009555438
2952,HGM,0.02267797
2953,MCM,0.010392246
2954,HGM,0.021730248
2955,CAM,0.001995966
2956,MCM,0.009628381
2957,HGM,0.021501229
2958,MCM,0.0026194
2959,MCM,0.023998656
2960,MCM,0.022679906
2961,MGH,0.0242329
2962,MCM,0.014063512
2963,HGM,0.020969854
2964,SHA,0.020116073
2965,LAA,0.005430996
2966,SHA,0.019026191
2967,HGM,0.020969854
2968,HGM,0.026128624
2969,COY,0.017441088
2970,HGM,0.021500217
2971,HGM,0.020464865
2972,MCM,0.009174894
2973,MCM,0.014085823
2974,MCM,0.008764147
2975,MCM,0.010317992
2976,SHA,0.026464251
2977,HGM,0.020820865
2978,EAJ,0.062882619
2979,UAX,0.031434748
2980,SJA,0.028554513
2981,BJU,0.02660345
2982,PED,0.016326801
2983,MER,0.010225307
2984,MCM,0.011241171
2985,MCM,0.010956423
2986,MCM,0.024018636
2987,DIC,0.000287422
2988,MGH,0.022417712
2989,MCM,0.005306675
2990,MCM,0.010837884
2991,DIC,0.003814189
2992,SHA,0.017210931
2993,IZT,0.022045792
2994,CCA,0.013209235
2995,BJU,0.022442318
2996,BJU,0.022976571
2997,MGH,0.024243895
2998,SFE,0.017934474
2999,MGH,0.027191178
3000,BJU,0.013392075
3001,UAX,0.02868564
3002,SFE,0.013896153
3003,MGH,0.024370412
3004,MCM,0.008230282
3005,HGM,0.021811897
3006,MER,0.024168133
3007,HGM,0.020937802
3008,HGM,0.02411268
3009,HGM,0.02725222
3010,MCM,0.004538356
3011,MER,0.008862219
3012,HGM,0.027220722
3013,MCM,0.021959836
3014,MCM,0.014590884
3015,HGM,0.021729646
3016,NEZ,0.01111688
3017,UIZ,0.018482407
3018,MGH,0.022881434
3019,HGM,0.014191897
3020,MCM,0.009579192
3021,MCM,0.003172267
3022,MCM,0.014463459
3023,HGM,0.024546203
3024,SHA,0.021505496
3025,MCM,0.006292637
3026,EAJ,0.062872557
3027,SHA,0.021077128
3028,SHA,0.017821763
3029,MCM,0.003851689
3030,MCM,0.018977046
3031,HGM,0.020890661
3032,SJA,0.014263498
3033,UIZ,0.017227374
3034,UIZ,0.018410451
3035,UIZ,0.013430433
3036,BJU,0.014440209
3037,MCM,0.013580286
3038,HGM,0.028284715
3039,NEZ,0.038517243
3040,HGM,0.022983541
3041,HGM,0.017709419
3042,HGM,0.023520193
3043,HGM,0.026188304
3044,LOM,0.025191636
3045,MCM,0.002571065
3046,SFE,0.01183443
3047,PED,0.009402439
3048,HGM,0.021353071
3049,SJA,0.026513508
3050,BJU,0.024838751
3051,HGM,0.014740496
3052,MGH,0.026459632
3053,HGM,0.017114753
3054,MCM,0.013551721
3055,DIC,0.000245193
3056,MCM,0.009579085
3057,HGM,0.028863218
3058,MCM,0.009022162
3059,MGH,0.024086996
3060,DIC,0.010915184
3061,COY,0.018433275
3062,TEC,0.001906235
3063,UIZ,0.021853392
3064,HGM,0.028909362
3065,MCM,0.019305436
3066,NEZ,0.011533273
3067,SJA,0.04445417
3068,MER,0.026535725
3069,SJA,0.005727282
3070,SJA,0.028494054
3071,TEC,0.029102924
3072,TEC,0.014037602
3073,GAM,0.004753507
3074,HGM,0.021508591
3075,LAA,0.01282304
3076,TEC,0.019492761
3077,MCM,0.018977346
3078,BJU,0.025580933
3079,GAM,0.015214241
3080,MCM,0.005772651
3081,BJU,0.024557424
3082,HGM,0.021819744
3083,BJU,0.002281542
3084,COY,0.015583828
3085,HGM,0.020949434
3086,HGM,0.02049468
3087,HGM,0.014553661
3088,MCM,0.003481415
3089,BJU,0.023909934
3090,NEZ,0.012087431
3091,BJU,0.020205816
3092,BJU,0.02746149
3093,HGM,0.021819247
3094,HGM,0.022994969
3095,HGM,0.021593838
3096,MCM,0.01336037
3097,UAX,0.046558389
3098,HGM,0.021845734
3099,CAM,0.019967965
3100,MCM,0.009585764
3101,MCM,0.012200225
3102,DIC,0.003784193
3103,HGM,0.02173021
3104,HGM,0.021417761
3105,BJU,0.026842134
3106,BJU,0.023732744
3107,UAX,0.027978163
3108,UAX,0.029175585
3109,UIZ,0.025368014
3110,IZT,0.024380239
3111,MCM,0.016829873
3112,MCM,0.008640925
3113,BJU,0.027691501
3114,BJU,0.002327206
3115,MPA,0.040784588
3116,LOM,0.025246203
3117,HGM,0.006096271
3118,GAM,0.020090233
3119,MGH,0.014141958
3120,CCA,0.007106071
3121,HGM,0.021475918
3122,DIC,0.003769049
3123,UAX,0.020350666
3124,UAX,0.022992002
3125,MCM,0.02173263
3126,BJU,0.021252465
3127,HGM,0.020906071
3128,MCM,0.00794691
3129,BJU,0.021724177
3130,MCM,0.002803476
3131,DIC,0.007776382
3132,DIC,0.009659879
3133,BJU,0.024194585
3134,HGM,0.025334073
3135,HGM,0.028398143
3136,MCM,0.01349513
3137,EAJ,0.06289386
3138,MCM,0.018564478
3139,HGM,0.020935981
3140,MCM,0.002789125
3141,UAX,0.030268979
3142,UAX,0.030252821
3143,MCM,0.010386282
3144,IZT,0.030564953
3145,MCM,0.01930145
3146,IZT,0.02305105
3147,UAX,0.022482086
3148,MCM,0.003190957
3149,UAX,0.07657411
3150,BJU,0.024188966
3151,SHA,0.017435276
3152,SHA,0.017430569
3153,SJA,0.018607596
3154,MCM,0.019308052
3155,DIC,0.023115282
3156,BJU,0.024189989
3157,UAX,0.036985774
3158,HGM,0.02099465
3159,HGM,0.021924776
3160,MCM,0.023242067
3161,HGM,0.020673589
3162,MCM,0.003190957
3163,UIZ,0.017606143
3164,EAJ,0.061414947
3165,MGH,0.019225607
3166,MGH,0.024107283
3167,SHA,0.011636335
3168,MGH,0.020270458
3169,NEZ,0.024529904
3170,EAL,0.024992861
3171,SJA,0.026470713
