ID,estacion,Distance
1150,UIZ,0.044433798
1151,HGM,0.017704436
1152,HGM,0.020946307
1153,HGM,0.021823191
1154,MCM,0.002139409
1155,MCM,0.009570069
1156,HGM,0.018604919
1157,UIZ,0.019243016
1158,MCM,0.005483462
1159,MCM,0.01894315
1160,HGM,0.019496357
1161,HGM,0.016102704
1162,HGM,0.015993884
1163,HGM,0.020850347
1164,IZT,0.021413786
1165,HGM,0.021607853
1166,MCM,0.018977942
1167,HGM,0.01436376
1168,MCM,0.011241171
1169,MCM,0.009570262
1170,HGM,0.021227947
1171,IBM,0.01917854
1172,MCM,0.010368513
1173,HGM,0.028711344
1174,HGM,0.021005876
1175,FAC,0.0356183
1176,MCM,0.003756772
1177,MCM,0.003513879
1178,COY,0.004706054
1179,MCM,0.019303773
1180,COY,0.011261983
1181,MCM,0.023416731
1182,BJU,0.019616073
1183,SJA,0.009805824
1184,MCM,0.013570476
1185,MCM,0.013182798
1186,SHA,0.014867372
1187,IZT,0.021686902
1188,LAA,0.015526341
1189,MER,0.006822415
1190,CCA,0.027986982
1191,MCM,0.01901399
1192,UIZ,0.009935365
1193,UIZ,0.017942385
1194,MCM,0.014014981
1195,COR,0.054760451
1196,MER,0.004579932
1197,MCM,0.026213001
1198,MCM,0.022517441
1199,MCM,0.009578045
1200,HGM,0.020082505
1201,MCM,0.018946319
1202,MCM,0.009569656
1203,HGM,0.02523856
1204,HGM,0.025231027
1205,MCM,0.015874183
1206,MCM,0.003270108
1207,MCM,0.003847886
1208,HGM,0.014298496
1209,UAX,0.04746378
1210,LOM,0.018533974
1211,COY,0.018354453
1212,MCM,0.008757477
1213,MGH,0.018353778
1214,MCM,0.018980468
1215,MCM,0.013576115
1216,HGM,0.020209975
1217,DIC,0.000321758
1218,MCM,0.024141084
1219,MGH,0.013744256
1220,UIZ,0.014066749
1221,MCM,0.013505469
1222,MCM,0.013582776
1223,MCM,0.003487066
1224,HGM,0.021503837
1225,GAM,0.026683479
1226,LPR,0.030279129
1227,BJU,0.017595024
1228,MCM,0.013615451
1229,MCM,0.010345681
1230,MCM,0.019676672
1231,MGH,0.013288747
1232,UAX,0.02915084
1233,MCM,0.019292443
1234,MCM,0.008760453
1235,MGH,0.013746824
1236,HGM,0.018188569
1237,MCM,0.024356849
1238,MCM,0.003327525
1239,MCM,0.022448227
1240,HGM,0.014769866
1241,MCM,0.003779383
1242,MGH,0.016567013
1243,UAX,0.037979669
1244,MCM,0.018938632
1245,HGM,0.020848373
1246,HGM,0.020957048
1247,HGM,0.021528216
1248,MCM,0.013564377
1249,BJU,0.010090334
1250,LAA,0.012559179
1251,MCM,0.018860063
1252,IZT,0.015215326
1253,HGM,0.020955879
1254,MER,0.006461781
1255,HGM,0.026081052
1256,HGM,0.01787648
1257,HGM,0.021818515
1258,EAJ,0.062821592
1259,COR,0.006107071
1260,MCM,0.019283406
1261,MCM,0.01407015
1262,BJU,0.002685463
1263,TEC,0.014866284
1264,MCM,0.016494934
1265,HGM,0.021197204
1266,MCM,0.003755962
1267,BJU,0.023141218
1268,SJA,0.009491611
1269,UIZ,0.024791166
1270,MCM,0.003253358
1271,HGM,0.025508883
1272,MCM,0.01894396
1273,MCM,0.019305851
1274,UIZ,0.017990269
1275,BJU,0.027459924
1276,MCM,0.010864542
1277,DIC,0.026943807
1278,BJU,0.027461186
1279,UAX,0.029142793
1280,SJA,0.009497499
1281,BJU,0.020548757
1282,MCM,0.026047577
1283,HGM,0.025500531
1284,CAM,0.026729228
1285,HGM,0.020957109
1286,BJU,0.013626716
1287,HGM,0.020929281
1288,DIC,0.025354801
1289,HGM,0.009854807
1290,HGM,0.009830271
1291,HGM,0.016637081
1292,HGM,0.020214728
1293,MCM,0.02349834
1294,COY,0.008341121
1295,MCM,0.013523605
1296,MCM,0.003076632
1297,HGM,0.020909391
1298,NEZ,0.013395976
1299,HGM,0.021823334
1300,HGM,0.020928325
1301,MCM,0.013492496
1302,MCM,0.003787053
1303,MER,0.008420176
1304,MER,0.013133231
1305,COY,0.019686553
1306,DIC,0.023378604
1307,BJU,0.025455919
1308,MCM,0.008677655
1309,MCM,0.00331029
1310,UAX,0.054317165
1311,MCM,0.013536805
1312,HGM,0.021412633
1313,MCM,0.016713698
1314,MCM,0.008940679
1315,HGM,0.020992393
1316,MCM,0.016577498
1317,UAX,0.045625515
1318,MCM,0.018415298
1319,LAA,0.010729039
1320,HGM,0.018619453
1321,MCM,0.018968202
1322,MCM,0.003097803
1323,UAX,0.017926089
1324,BJU,0.002428619
1325,MCM,0.002521604
1326,MCM,0.02139442
1327,BJU,0.014191102
1328,MCM,0.019305238
1329,MCM,0.001038866
1330,MCM,0.01600188
1331,UAX,0.017914562
1332,UAX,0.02917259
1333,MCM,0.01351844
1334,MCM,0.010369752
1335,MCM,0.003181798
1336,MCM,0.02832486
1337,MCM,0.024039408
1338,MCM,0.002815034
1339,BJU,0.019210149
1340,MCM,0.02406868
1341,HGM,0.020135851
1342,MCM,0.019366859
1343,MCM,0.014462061
1344,HGM,0.017719204
1345,MCM,0.011590395
1346,HGM,0.018015494
1347,MER,0.007749163
1348,MCM,0.013461277
1349,SFE,0.010969378
1350,MCM,0.010515805
1351,MCM,0.003208656
1352,HGM,0.025224147
1353,UAX,0.034102106
1354,HGM,0.025781116
1355,SJA,0.009515407
1356,IZT,0.014628298
1357,MER,0.025831974
1358,COY,0.024030158
1359,MCM,0.0135777
1360,COR,0.032387615
1361,BJU,0.019934812
1362,UAX,0.023973874
1363,HGM,0.021813057
1364,MCM,0.013431114
1365,COY,0.028368296
1366,HGM,0.023883905
1367,MCM,0.022375488
1368,BJU,0.022869218
1369,MCM,0.010359001
1370,HGM,0.020479357
1371,HGM,0.019463822
1372,LAA,0.024028883
1373,UIZ,0.022341508
1374,XAL,0.022586413
1375,MCM,0.008766939
1376,HGM,0.021278939
1377,MCM,0.004686498
1378,BJU,0.025388832
1379,MCM,0.013408757
1380,HGM,0.021184663
1381,HGM,0.021465184
1382,HGM,0.029537531
1383,HGM,0.030677275
1384,UIZ,0.012980394
1385,MCM,0.015872252
1386,MCM,0.008741539
1387,UIZ,0.041511087
1388,IZT,0.030705219
1389,SHA,0.017120543
1390,UIZ,0.0174892
1391,UIZ,0.044425196
1392,HGM,0.021540432
1393,UAX,0.014362829
1394,UIZ,0.021378537
1395,COY,0.00872592
1396,MCM,0.003136739
1397,MCM,0.016355712
1398,MCM,0.0053072
1399,LAA,0.019915403
1400,UAX,0.029223245
1401,LAA,0.025527514
1402,MCM,0.008767914
1403,MCM,0.011693471
1404,HGM,0.025489704
1405,HGM,0.020877674
1406,MCM,0.019259117
1407,UIZ,0.018407765
1408,HGM,0.02133136
1409,BJU,0.000992596
1410,MCM,0.003120642
1411,HGM,0.014618438
1412,IZT,0.014503936
1413,IZT,0.022139784
1414,MGH,0.026403665
1415,MCM,0.006654923
1416,MCM,0.006654187
1417,MCM,0.007944442
1418,MCM,0.008783702
1419,HGM,0.023558785
1420,PED,0.012447429
1421,HGM,0.020967572
1422,HGM,0.027696255
1423,CAM,0.022618972
1424,MCM,0.013432862
1425,BJU,0.020545715
1426,MCM,0.003831021
1427,CAM,0.022577846
1428,BJU,0.025472428
1429,HGM,0.022727642
1430,HGM,0.021507128
1431,LAA,0.013822726
1432,IBM,0.020546758
1433,NEZ,0.037424654
1434,HGM,0.021809485
1435,IBM,0.020548648
1436,IBM,0.019169799
1437,MGH,0.024050891
1438,HGM,0.020944042
1439,MCM,0.016489399
1440,HGM,0.021748676
1441,HGM,0.021489026
1442,MCM,0.008765078
1443,BJU,0.02158513
1444,BJU,0.022022995
1445,TEC,0.007652828
1446,TEC,0.005757156
1447,TEC,0.00583496
1448,BJU,0.002682144
1449,MCM,0.010530317
1450,MCM,0.019247485
1451,HGM,0.015736824
1452,HGM,0.026536578
1453,MCM,0.003206681
1454,BJU,0.025310334
1455,HGM,0.022737632
1456,MCM,0.010734481
1457,HGM,0.008029289
1458,HGM,0.014611194
1459,IZT,0.016922624
1460,MCM,0.019287786
1461,HGM,0.014372383
1462,HGM,0.00418062
1463,BJU,0.002252541
1464,MER,0.023699834
1465,IZT,0.026720942
1466,BJU,0.002167913
1467,HGM,0.021624232
1468,MGH,0.023296004
1469,TEC,0.01220677
1470,HGM,0.013892096
1471,MCM,0.014425203
1472,MGH,0.023199646
1473,HGM,0.022250827
1474,MER,0.007707526
1475,MCM,0.01896461
1476,MCM,0.016489418
1477,MCM,0.008262536
1478,MCM,0.003212445
1479,MCM,0.007947351
1480,HGM,0.026248693
1481,MCM,0.003075211
1482,HGM,0.017157216
1483,SFE,0.021854909
1484,HGM,0.008611877
1485,BJU,0.02055103
1486,MCM,0.003304631
1487,MCM,0.013562089
1488,HGM,0.026210699
1489,HGM,0.016561288
1490,MER,0.007406863
1491,BJU,0.020526814
1492,BJU,0.024227815
1493,BJU,0.027623801
1494,BJU,0.023270468
1495,BJU,0.020554798
1496,UIZ,0.018963448
1497,MCM,0.003241172
1498,TEC,0.014456465
1499,MCM,0.013458029
1500,MGH,0.020723498
1501,HGM,0.021471874
1502,COY,0.032763762
1503,MGH,0.040303601
1504,CCA,0.021894711
1505,CCA,0.021928098
1506,MCM,0.003284619
1507,MCM,0.004476422
1508,MCM,0.018928709
1509,BJU,0.003051945
1510,HGM,0.014385364
1511,BJU,0.024187574
1512,HGM,0.021621498
1513,BJU,0.020428863
1514,BJU,0.016772483
1515,BJU,0.019971407
1516,MCM,0.003158028
1517,MER,0.005290252
1518,IZT,0.02457084
1519,MCM,0.005991998
1520,PED,0.016807699
1521,MCM,0.013490919
1522,HGM,0.021502618
1523,CCA,0.018815358
1524,MCM,0.008449166
1525,SFE,0.020651818
1526,HGM,0.014771277
1527,TEC,0.014903097
1528,MCM,0.013399545
1529,MCM,0.011542288
1530,COY,0.036664579
1531,MCM,0.008373867
1532,MGH,0.018956756
1533,DIC,0.000100436
1534,UIZ,0.009920534
1535,MCM,0.014152712
1536,HGM,0.026237976
1537,MGH,0.023942366
1538,UAX,0.029071696
1539,BJU,0.005081259
1540,MCM,0.003299227
1541,LAA,0.017883
1542,BJU,0.013758452
1543,BJU,0.002689439
1544,BJU,0.013753186
1545,MCM,0.014144717
1546,TEC,0.028776453
1547,UAX,0.036941266
1548,MCM,0.013588128
1549,DIC,0.021595384
1550,HGM,0.026243502
1551,HGM,0.018030722
1552,MCM,0.024948344
1553,MCM,0.011012863
1554,MCM,0.00321423
1555,UAX,0.030029503
1556,UIZ,0.021041081
1557,MCM,0.013511786
1558,HGM,0.019392648
1559,CCA,0.017474225
1560,IZT,0.00952645
1561,HGM,0.017643079
1562,MCM,0.009555322
1563,HGM,0.018509691
1564,HGM,0.013602542
1565,DIC,0.036721532
1566,HGM,0.019490541
1567,HGM,0.020923924
1568,MGH,0.036630126
1569,MCM,0.02349834
1570,BJU,0.003602142
1571,MCM,0.018985217
1572,MCM,0.009554135
1573,SHA,0.02225184
1574,SHA,0.021082533
1575,UIZ,0.017937634
1576,MCM,0.013531093
1577,MCM,0.022382126
1578,HGM,0.019481031
1579,HGM,0.023880794
1580,SHA,0.019095714
1581,MGH,0.017064756
1582,MCM,0.007944589
1583,MCM,0.002822735
1584,MCM,0.027461387
1585,MGH,0.022117186
1586,UIZ,0.015551551
1587,MCM,0.009555341
1588,MCM,0.018970434
1589,MER,0.006803765
1590,MER,0.004235896
1591,MER,0.005537929
1592,TEC,0.008786699
1593,TEC,0.008771116
1594,MCM,0.028158594
1595,TEC,0.015474457
1596,HGM,0.02617517
1597,HGM,0.020469673
1598,HGM,0.020915672
1599,HGM,0.021170163
1600,NEZ,0.03036287
1601,MCM,0.01951624
1602,MCM,0.015568396
1603,MCM,0.009869964
1604,MER,0.006128957
1605,HGM,0.021561429
1606,UAX,0.038683986
1607,MCM,0.016713698
1608,HGM,0.021490156
1609,MCM,0.019001041
1610,MCM,0.013583277
1611,MCM,0.01925599
1612,HGM,0.023323924
1613,MCM,0.023464778
1614,SHA,0.024044567
1615,SJA,0.01032544
1616,MER,0.008516305
1617,CAM,0.019960205
1618,MER,0.007422462
1619,HGM,0.022596702
1620,CAM,0.019646402
1621,UIZ,0.012926347
1622,MCM,0.019300531
1623,DIC,0.00228467
1624,SHA,0.021886084
1625,SHA,0.01491222
1626,MCM,0.017218041
1627,CAM,0.01882337
1628,MGH,0.027270131
1629,BJU,0.002287278
1630,MCM,0.014473889
1631,HGM,0.019313875
1632,CAM,0.018990603
1633,HGM,0.026139572
1634,IZT,0.007942041
1635,UIZ,0.013374865
1636,MCM,0.003956613
1637,MCM,0.009568609
1638,CCA,0.027992199
1639,MCM,0.00301024
1640,SHA,0.005151405
1641,MGH,0.013716596
1642,BJU,0.020434545
1643,MCM,0.019069902
1644,MCM,0.014487939
1645,MCM,0.024045724
1646,HGM,0.017621274
1647,HGM,0.021475728
1648,HGM,0.025368061
1649,HGM,0.020950501
1650,MCM,0.019243451
1651,MCM,0.021772942
1652,HGM,0.021007413
1653,HGM,0.008742358
1654,TEC,0.014986658
1655,HGM,0.021415108
1656,MCM,0.004353063
1657,UAX,0.03705667
1658,HGM,0.020979683
1659,HGM,0.020608868
1660,HGM,0.016591601
1661,HGM,0.014578407
1662,MCM,0.003413816
1663,MER,0.006702344
1664,BJU,0.002315809
1665,SHA,0.021890994
1666,UAX,0.029075188
1667,MCM,0.016174597
1668,MCM,0.010306675
1669,MCM,0.013578028
1670,CCA,0.028036929
1671,UAX,0.038769421
1672,MCM,0.008301623
1673,MCM,0.019316952
1674,MGH,0.022781973
1675,CCA,0.017723711
1676,CAM,0.02008115
1677,SJA,0.010356573
1678,HGM,0.016611362
1679,NEZ,0.024850978
1680,CCA,0.018915767
1681,HGM,0.024522196
1682,MCM,0.021678542
1683,MGH,0.023278158
1684,DIC,0.001682968
1685,MGH,0.022328344
1686,HGM,0.021196555
1687,COR,0.011716064
1688,HGM,0.02313592
1689,CAM,0.028419851
1690,CAM,0.028473213
1691,MER,0.007914251
1692,TEC,0.021581492
1693,MCM,0.02402586
1694,MCM,0.013555079
1695,HGM,0.021710321
1696,BJU,0.020262907
1697,SJA,0.019491734
1698,HGM,0.020956366
1699,HGM,0.02146185
1700,MCM,0.003212445
1701,MPA,0.036580725
1702,MCM,0.009572853
1703,MCM,0.009557819
1704,CAM,0.027858822
1705,HGM,0.026111448
1706,MCM,0.018946937
1707,MCM,0.01931168
1708,MCM,0.011210806
1709,MCM,0.009552778
1710,IZT,0.013347231
1711,MCM,0.009573549
1712,COY,0.021751476
1713,MCM,0.025997899
1714,MCM,0.011131313
1715,MCM,0.009568007
1716,MCM,0.003210136
1717,MCM,0.009753857
1718,MER,0.007660977
1719,MCM,0.011119456
1720,MCM,0.011152884
1721,MCM,0.010419791
1722,MCM,0.0193002
1723,HGM,0.015373144
1724,UIZ,0.034190058
1725,COR,0.03411468
1726,MER,0.00757368
1727,MCM,0.017201159
1728,MER,0.007350293
1729,MCM,0.009572231
1730,HGM,0.021312761
1731,HGM,0.016266209
1732,HGM,0.014105238
1733,SJA,0.009890367
1734,UIZ,0.020491445
1735,SHA,0.01497942
1736,SHA,0.021127526
1737,MCM,0.009182725
1738,MCM,0.022051136
1739,MCM,0.019292124
1740,HGM,0.021206909
1741,LAA,0.024092804
1742,CCA,0.019930793
1743,MCM,0.003307446
1744,DIC,0.001741453
1745,SFE,0.005493645
1746,HGM,0.022307704
1747,MCM,0.022217732
1748,MCM,0.013379219
1749,HGM,0.020497627
1750,MCM,0.016636074
1751,MCM,0.003751281
1752,MCM,0.021805096
1753,MCM,0.017022151
1754,MCM,0.014480787
1755,MGH,0.024557311
1756,SJA,0.019575702
1757,MGH,0.021856523
1758,MCM,0.013591648
1759,HGM,0.026126065
1760,BJU,0.025415686
1761,NEZ,0.024000323
1762,NEZ,0.030322899
1763,UIZ,0.0206396
1764,BJU,0.002293562
1765,MCM,0.010305357
1766,HGM,0.020993638
1767,COY,0.036656053
1768,HGM,0.016877398
1769,HGM,0.023607771
1770,MGH,0.019750498
1771,TEC,0.022928828
1772,LAA,0.022793198
1773,MCM,0.019297096
1774,LOM,0.020900866
1775,LOM,0.023121233
1776,MGH,0.02546515
1777,MCM,0.002255897
1778,MCM,0.009566784
1779,MER,0.007752631
1780,HGM,0.026180343
1781,HGM,0.028221331
1782,TEC,0.010800182
1783,HGM,0.020207287
1784,MGH,0.014218778
1785,MGH,0.02400474
1786,MCM,0.019447211
1787,MER,0.006755441
1788,MER,0.006650329
1789,UIZ,0.037461998
1790,UIZ,0.037442869
1791,UIZ,0.03433967
1792,MGH,0.02395435
1793,SJA,0.008000119
1794,HGM,0.007843516
1795,HGM,0.021572941
1796,MCM,0.004209906
1797,MCM,0.013570843
1798,HGM,0.020210661
1799,UAX,0.029221992
1800,MCM,0.010557818
1801,CCA,0.018776985
1802,MCM,0.018915791
1803,UIZ,0.018390362
1804,MCM,0.003217502
1805,MCM,0.019308875
1806,SJA,0.014537178
1807,SJA,0.024852789
1808,CAM,0.016242608
1809,MER,0.022015132
1810,CAM,0.010675808
1811,CAM,0.018691293
1812,SJA,0.024908634
1813,CAM,0.002985809
1814,SJA,0.017064165
1815,TEC,0.010284147
1816,UAX,0.029606997
1817,MCM,0.009569027
1818,TEC,0.015247161
1819,IZT,0.030849596
1820,CCA,0.023333156
1821,MCM,0.013548511
1822,MCM,0.009509625
1823,MGH,0.006181782
1824,LAA,0.024075108
1825,CAM,0.014728469
1826,LAA,0.015441436
1827,MCM,0.0028125
1828,MCM,0.007919913
1829,LAA,0.035207303
1830,LAA,0.035170361
1831,COY,0.030733523
1832,CAM,0.025285108
1833,COY,0.036598711
1834,UAX,0.033113971
1835,MGH,0.013270879
1836,COY,0.029389017
1837,NEZ,0.048993398
1838,NEZ,0.049045698
1839,MCM,0.018185755
1840,MCM,0.011030157
1841,SJA,0.014288298
1842,CAM,0.01069759
1843,CAM,0.019196931
1844,SJA,0.005809092
1845,CAM,0.018721358
1846,MER,0.021913146
1847,MCM,0.018260521
1848,MCM,0.018168507
1849,TAH,0.028804168
1850,CAM,0.027860761
1851,CAM,0.015693345
1852,TEC,0.028035742
1853,MER,0.004494714
1854,UAX,0.040990997
1855,MPA,0.002174673
1856,LPR,0.032012594
1857,TEC,0.009985127
1858,UIZ,0.044334641
1859,CUA,0.004942618
1860,SFE,0.049840614
1861,CCA,0.038273355
1862,UAX,0.044397826
1863,LAA,0.032519195
1864,DIC,0.040528153
1865,DIC,0.015347751
1866,CAM,0.013977816
1867,CAM,0.013859
1868,MGH,0.023994837
1869,MCM,0.028165097
1870,MGH,0.024266696
1871,MGH,0.01698748
1872,HGM,0.021686756
1873,LAA,0.015488506
1874,CAM,0.017512833
1875,MGH,0.016889335
1876,SHA,0.008739777
1877,COR,0.041856933
1878,MCM,0.01896324
1879,HGM,0.021873408
1880,HGM,0.020973148
1881,CAM,0.019175353
1882,MCM,0.013639274
1883,COY,0.036628411
1884,TEC,0.028605359
1885,IZT,0.022344741
1886,MCM,0.00957119
1887,LAA,0.015547534
1888,MCM,0.010896469
1889,COY,0.01585179
1890,MER,0.007358404
1891,IZT,0.018072093
1892,CAM,0.013874674
1893,LAA,0.01223652
1894,MER,0.007360291
1895,CAM,0.016718635
1896,CAM,0.016418092
1897,MCM,0.003013131
1898,HGM,0.01692318
1899,LAA,0.018908071
1900,MCM,0.021869321
1901,HGM,0.02145855
1902,HGM,0.026597757
1903,HGM,0.025969039
1904,MCM,0.019274443
1905,MCM,0.019093737
1906,LAA,0.00487413
1907,MCM,0.02332786
1908,CAM,0.025173235
1909,MCM,0.025054903
1910,MCM,0.011548158
1911,MCM,0.016458898
1912,BJU,0.020038015
1913,BJU,0.021528471
1914,MGH,0.024145586
1915,MCM,0.003288281
1916,HGM,0.018091945
1917,MCM,0.01357611
1918,CAM,0.016550679
1919,TLA,0.028659873
1920,NEZ,0.087526999
1921,IZT,0.025401538
1922,MCM,0.010557818
1923,UAX,0.031126177
1924,MCM,0.00440076
1925,MCM,0.007439616
1926,MER,0.009401791
1927,UIZ,0.028529429
1928,NEZ,0.030647985
1929,CCA,0.017383232
1930,MCM,0.007853726
1931,MCM,0.003059638
1932,TLA,0.027264948
1933,MCM,0.006053191
1934,HGM,0.023453338
1935,MCM,0.016995476
1936,CAM,0.01409958
1937,MCM,0.022434169
1938,MCM,0.016173113
1939,MCM,0.013387076
1940,MCM,0.019039738
1941,COY,0.036715797
1942,MCM,0.014059087
1943,MCM,0.023442711
1944,MER,0.007764721
1945,CAM,0.011286044
1946,HGM,0.020889489
1947,HGM,0.022092621
1948,CAM,0.02530599
1949,HGM,0.021995829
1950,TEC,0.019113378
1951,COY,0.017348407
1952,MCM,0.015101378
1953,MCM,0.021910799
1954,MCM,0.028430793
1955,MCM,0.023466022
1956,COR,0.034710486
1957,HGM,0.021491337
1958,MCM,0.003294873
1959,HGM,0.021675454
1960,CCA,0.024133638
1961,MCM,0.007967276
1962,MCM,0.004641613
1963,BJU,0.013673455
1964,IZT,0.028936802
1965,COY,0.036643227
1966,SHA,0.021118066
1967,HGM,0.026073739
1968,HGM,0.01672654
1969,HGM,0.023539745
1970,MCM,0.004407889
1971,BJU,0.003575174
1972,UAX,0.029484138
1973,BJU,0.002589756
1974,TAH,0.009195972
1975,UIZ,0.013321878
1976,MGH,0.023385576
1977,MGH,0.023425521
1978,MGH,0.01382696
1979,MGH,0.0136197
1980,UAX,0.029036264
1981,UAX,0.036930939
1982,COY,0.0321274
1983,HGM,0.026890556
1984,MCM,0.00375948
1985,MCM,0.009573013
1986,MCM,0.013611469
1987,DIC,0.00027237
1988,MGH,0.016721303
1989,MER,0.007468608
1990,MCM,0.022300418
1991,MCM,0.003218695
1992,HGM,0.018855451
1993,BJU,0.002753258
1994,BJU,0.020490924
1995,MCM,0.019309808
1996,NEZ,0.017918519
1997,HGM,0.020841458
1998,SHA,0.020995445
1999,SHA,0.021075085
2000,LAA,0.031551193
2001,HGM,0.020901061
2002,MGH,0.031085841
2003,MCM,0.009569368
2004,MCM,0.003212445
2005,HGM,0.021734562
2006,MCM,0.015565414
2007,DIC,0.000139032
2008,HGM,0.018827449
2009,HGM,0.020597137
2010,MCM,0.01937775
2011,DIC,0.00426316
2012,BJU,0.021543803
2013,CAM,0.017499106
2014,CAM,0.023989275
2015,HGM,0.020828793
2016,MCM,0.010348424
2017,MCM,0.004389337
2018,HGM,0.014100851
2019,HGM,0.014291132
2020,IZT,0.030833825
2021,IZT,0.030798399
2022,IZT,0.031301172
2023,MCM,0.009565238
2024,UIZ,0.019854007
2025,BJU,0.013198128
2026,BJU,0.010236886
2027,MCM,0.004151444
2028,DIC,0.00127121
2029,MCM,0.009610283
2030,MCM,0.01156618
2031,BJU,0.021415356
2032,HGM,0.018559999
2033,CAM,0.014647819
2034,CAM,0.0146638
2035,MCM,0.002810053
2036,HGM,0.020936305
2037,LAA,0.004671561
2038,TEC,0.003742367
2039,TEC,0.003628832
2040,LAA,0.03191921
2041,MCM,0.009584309
2042,MCM,0.013638723
2043,SFE,0.026307396
2044,MCM,0.003730189
2045,HGM,0.014372283
2046,MCM,0.026382304
2047,HGM,0.026298833
2048,UAX,0.02914492
2049,COY,0.029412426
2050,MGH,0.023965912
2051,HGM,0.02786931
2052,MGH,0.016888464
2053,MCM,0.013513805
2054,MCM,0.016672828
2055,MCM,0.008759068
2056,MCM,0.021757052
2057,UAX,0.040114602
2058,TEC,0.015660443
2059,LPR,0.028911139
2060,CCA,0.016321677
2061,TEC,0.003481837
2062,IZT,0.028539274
2063,SJA,0.00565259
2064,MCM,0.004254139
2065,HGM,0.026306024
2066,MER,0.007544436
2067,MCM,0.024564564
2068,CCA,0.016827986
2069,HGM,0.023589401
2070,HGM,0.020491795
2071,MCM,0.013532206
2072,MCM,0.004446794
2073,HGM,0.022122671
2074,MCM,0.013847151
2075,HGM,0.020948289
2076,UAX,0.018298846
2077,UAX,0.022491449
2078,MGH,0.013784029
2079,HGM,0.024903767
2080,HGM,0.017623284
2081,HGM,0.020949208
2082,MCM,0.011025755
2083,MCM,0.019044078
2084,MCM,0.002944236
2085,IBM,0.004234042
2086,MCM,0.014055515
2087,MCM,0.009578465
2088,AJM,0.022120364
2089,TLA,0.034683506
2090,MGH,0.023758867
2091,BJU,0.002276825
2092,UAX,0.040555094
2093,MER,0.007562816
2094,DIC,0.031228954
2095,DIC,0.025341264
2096,HGM,0.02149827
2097,HGM,0.022131083
2098,GAM,0.004796084
2099,HGM,0.015986545
2100,MCM,0.00315474
2101,MCM,0.009547127
2102,HGM,0.019363364
2103,MCM,0.009192816
2104,MCM,0.009397117
2105,PED,0.016716897
2106,DIC,0.007842562
2107,CAM,0.019961949
2108,COY,0.004153084
2109,TEC,0.015668804
2110,UIZ,0.001796873
2111,TLA,0.029608743
2112,UAX,0.004483524
2113,MCM,0.011444179
2114,BJU,0.036644778
2115,SJA,0.022575383
2116,HGM,0.023551158
2117,PED,0.014851841
2118,HGM,0.016034782
2119,COY,0.004550455
2120,LPR,0.03202262
2121,MER,0.007748535
2122,MCM,0.019279113
2123,PED,0.019710314
2124,MCM,0.009571476
2125,HGM,0.021539493
2126,COY,0.004979082
2127,MCM,0.003029047
2128,MCM,0.003046946
2129,UAX,0.029278415
2130,CCA,0.017479744
2131,MCM,0.016495288
2132,HGM,0.020930451
2133,HGM,0.020800824
2134,HGM,0.020936177
2135,IZT,0.015370682
2136,HGM,0.023437067
2137,TEC,0.019899476
2138,SJA,0.023791068
2139,TEC,0.006107187
2140,MCM,0.009571788
2141,DIC,0.000381234
2142,MGH,0.023821715
2143,HGM,0.021207038
2144,BJU,0.021700808
2145,MCM,0.002817142
2146,MCM,0.012176584
2147,TEC,0.00483841
2148,MCM,0.019281073
2149,EAL,0.019632154
2150,TEC,0.00581265
2151,COY,0.01848984
2152,MCM,0.009572055
2153,MCM,0.002261932
2154,MCM,0.014085157
2155,UAX,0.061179797
2156,UAX,0.040131532
2157,HGM,0.015023037
2158,CAM,0.022503696
2159,LOM,0.025171364
2160,HGM,0.016568963
2161,LOM,0.023385347
2162,HGM,0.023422878
2163,MCM,0.024937618
2164,HGM,0.021773639
2165,HGM,0.022623478
2166,MCM,0.011201564
2167,NEZ,0.029598399
2168,HGM,0.017825535
2169,COY,0.012728809
2170,IZT,0.018878107
2171,MCM,0.013713542
2172,CCA,0.018890929
2173,PED,0.03157085
2174,DIC,0.032733089
2175,DIC,0.025219487
2176,MCM,0.021655776
2177,MER,0.00774878
2178,CAM,0.017369235
2179,UIZ,0.013372105
2180,HGM,0.026132301
2181,MCM,0.010349895
2182,MCM,0.009572394
2183,MGH,0.026702564
2184,BJU,0.002252886
2185,MGH,0.013313096
2186,MER,0.007757413
2187,MCM,0.019500734
2188,CAM,0.030607371
2189,HGM,0.030067524
2190,SJA,0.039480148
2191,UAX,0.034977312
2192,MER,0.016384262
2193,UIZ,0.003463334
2194,MCM,0.014490591
2195,UAX,0.021819789
2196,MCM,0.003228908
2197,MCM,0.009578465
2198,MCM,0.018125422
2199,MGH,0.022817457
2200,MCM,0.020004726
2201,COY,0.024010586
2202,HGM,0.026832146
2203,HGM,0.021556427
2204,HGM,0.020945497
2205,HGM,0.021868424
2206,MCM,0.009930003
2207,AJM,0.020076217
2208,UAX,0.020854547
2209,NEZ,0.03168423
2210,COY,0.008821159
2211,HGM,0.021819786
2212,HGM,0.026206229
2213,MGH,0.026043598
2214,TLA,0.028774076
2215,HGM,0.028179561
2216,UAX,0.023527628
2217,HGM,0.020828634
2218,HGM,0.020717767
2219,NEZ,0.039718208
2220,MCM,0.016652174
2221,MCM,0.003755306
2222,MCM,0.010041708
2223,MCM,0.016261895
2224,DIC,0.000402337
2225,UAX,0.033948292
2226,MER,0.006831538
2227,COY,0.004143188
