"","Asunto","Latitud","Longitud","fecha","date","day","hour","month"
"670","MCH - Marcha",19.4359781536373,-99.1530394292831,2014-05-03,2014-05-03 12:47:00,"Sat",12,"May"
"671","MNF - Manifestacion",19.432301203032,-99.1568843262768,2014-05-03,2014-05-03 16:44:00,"Sat",16,"May"
"672","MNF - Manifestacion",19.4684874036887,-99.0845323494766,2014-05-04,2014-05-04 15:49:00,"Sun",15,"May"
"673","MCH - Marcha",19.2660493496408,-99.1154660131878,2014-05-05,2014-05-05 10:34:00,"Mon",10,"May"
"674","MNF - Manifestacion",19.4364846244591,-99.1372946628086,2014-05-05,2014-05-05 12:24:00,"Mon",12,"May"
"675","MNF - Manifestacion",19.4270255162152,-99.1676536019745,2014-05-05,2014-05-05 15:43:00,"Mon",15,"May"
"676","MNF - Manifestacion",19.339469716725,-99.2637843779419,2014-05-06,2014-05-06 08:02:00,"Tues",8,"May"
"677","MNF - Manifestacion",19.4420979919041,-99.1545509591385,2014-05-06,2014-05-06 10:42:00,"Tues",10,"May"
"678","MNF - Manifestacion",19.3741681734471,-99.0526353109062,2014-05-06,2014-05-06 11:10:00,"Tues",11,"May"
"679","MNF - Manifestacion",19.4320345827797,-99.1593671592773,2014-05-06,2014-05-06 15:31:00,"Tues",15,"May"
"680","MNF - Manifestacion",19.4333095505769,-99.150605109544,2014-05-06,2014-05-06 16:06:00,"Tues",16,"May"
"681","MNF - Manifestacion",19.477715372876,-99.0781061352349,2014-05-06,2014-05-06 17:22:00,"Tues",17,"May"
"682","MNF - Manifestacion",19.31565,-99.11124,2014-05-06,2014-05-06 18:20:00,"Tues",18,"May"
"683","MNF - Manifestacion",19.3500581638937,-99.0177402263031,2014-05-06,2014-05-06 19:08:00,"Tues",19,"May"
"684","MNF - Manifestacion",19.3534138347341,-99.3006948603272,2014-05-06,2014-05-06 20:56:00,"Tues",20,"May"
"685","MNF - Manifestacion",19.2792594961669,-99.1678153559585,2014-05-07,2014-05-07 09:11:00,"Wed",9,"May"
"686","MNF - Manifestacion",19.4104754599344,-99.1829502750729,2014-05-07,2014-05-07 10:11:00,"Wed",10,"May"
"687","MNF - Manifestacion",19.4129,-99.18118,2014-05-07,2014-05-07 10:22:00,"Wed",10,"May"
"688","MNF - Manifestacion",19.3924612519778,-99.0995645432747,2014-05-07,2014-05-07 10:45:00,"Wed",10,"May"
"689","MNF - Manifestacion",19.4335948988559,-99.1957087796234,2014-05-07,2014-05-07 11:04:00,"Wed",11,"May"
"690","MNF - Manifestacion",19.4256305242706,-99.1735144925904,2014-05-07,2014-05-07 11:08:00,"Wed",11,"May"
"691","MNF - Manifestacion",19.4228170032079,-99.134138914766,2014-05-07,2014-05-07 11:11:00,"Wed",11,"May"
"692","MNF - Manifestacion",19.3546619126823,-99.1749970729468,2014-05-07,2014-05-07 11:16:00,"Wed",11,"May"
"693","MNF - Manifestacion",19.4326430517984,-99.1509229513123,2014-05-07,2014-05-07 12:46:00,"Wed",12,"May"
"694","MNF - Manifestacion",19.4295985310064,-99.2138130908073,2014-05-07,2014-05-07 13:11:00,"Wed",13,"May"
"695","MNF - Manifestacion",19.4824959224035,-99.1143943238037,2014-05-07,2014-05-07 13:40:00,"Wed",13,"May"
"696","MNF - Manifestacion",19.3801420962416,-99.1221660602798,2014-05-07,2014-05-07 13:56:00,"Wed",13,"May"
"697","MNF - Manifestacion",19.490905830839,-99.1863091826256,2014-05-08,2014-05-08 07:55:00,"Thurs",7,"May"
"698","MNF - Manifestacion",19.4900994765497,-99.176623311084,2014-05-08,2014-05-08 10:40:00,"Thurs",10,"May"
"699","MNF - Manifestacion",19.4347511262791,-99.1440073465271,2014-05-08,2014-05-08 11:14:00,"Thurs",11,"May"
"700","MNF - Manifestacion",19.4267017399182,-99.1674926694336,2014-05-08,2014-05-08 11:21:00,"Thurs",11,"May"
"701","MNF - Manifestacion",19.4319005462686,-99.1334130999306,2014-05-08,2014-05-08 14:38:00,"Thurs",14,"May"
"702","MNF - Manifestacion",19.27959,-99.16848,2014-05-08,2014-05-08 19:17:00,"Thurs",19,"May"
"703","MNF - Manifestacion",19.38746,-99.04731,2014-05-09,2014-05-09 10:06:00,"Fri",10,"May"
"704","MNF - Manifestacion",19.4351400179092,-99.1462818597717,2014-05-09,2014-05-09 11:42:00,"Fri",11,"May"
"705","MNF - Manifestacion",19.4332517278565,-99.1324252375015,2014-05-09,2014-05-09 12:21:00,"Fri",12,"May"
"706","MNF - Manifestacion",19.3386688340519,-99.190304592868,2014-05-09,2014-05-09 13:39:00,"Fri",13,"May"
"707","MNF - Manifestacion",19.4311051618267,-99.1516525121643,2014-05-09,2014-05-09 14:47:00,"Fri",14,"May"
"708","MCH - Marcha",19.4576499829881,-99.0696653752549,2014-05-09,2014-05-09 16:45:00,"Fri",16,"May"
"709","MNF - Manifestacion",19.4320915444316,-99.1593741404754,2014-05-10,2014-05-10 10:44:00,"Sat",10,"May"
"710","MCH - Marcha",19.4298750463154,-99.1616309279251,2014-05-10,2014-05-10 11:33:00,"Sat",11,"May"
"711","MNF - Manifestacion",19.4268180970992,-99.1679540093842,2014-05-10,2014-05-10 12:22:00,"Sat",12,"May"
"712","MNF - Manifestacion",19.4427717230109,-99.1394639997222,2014-05-10,2014-05-10 14:53:00,"Sat",14,"May"
"713","MNF - Manifestacion",19.4900799671082,-99.1773711663788,2014-05-11,2014-05-11 11:07:00,"Sun",11,"May"
"714","MNF - Manifestacion",19.4342401908192,-99.1408906196518,2014-05-11,2014-05-11 12:25:00,"Sun",12,"May"
"715","MNF - Manifestacion",19.3621078732587,-99.1629950153442,2014-05-12,2014-05-12 10:00:00,"Mon",10,"May"
"716","MNF - Manifestacion",19.43478,-99.14406,2014-05-12,2014-05-12 12:19:00,"Mon",12,"May"
"717","MCH - Marcha",19.3586084501443,-99.0900545522232,2014-05-12,2014-05-12 12:28:00,"Mon",12,"May"
"718","MNF - Manifestacion",19.42735,-99.1474,2014-05-12,2014-05-12 12:34:00,"Mon",12,"May"
"719","MNF - Manifestacion",19.4243073229153,-99.1397538704224,2014-05-12,2014-05-12 15:11:00,"Mon",15,"May"
"720","MNF - Manifestacion",19.3684492646982,-99.1005848510819,2014-05-13,2014-05-13 07:42:00,"Tues",7,"May"
"721","MNF - Manifestacion",19.3531513838156,-99.1857272294998,2014-05-13,2014-05-13 10:44:00,"Tues",10,"May"
"722","MCH - Marcha",19.4203217008471,-99.1338052706085,2014-05-13,2014-05-13 11:17:00,"Tues",11,"May"
"723","MNF - Manifestacion",19.3559518535116,-99.1987267532952,2014-05-13,2014-05-13 11:54:00,"Tues",11,"May"
"724","MNF - Manifestacion",19.3913081151667,-99.0457988319519,2014-05-13,2014-05-13 12:01:00,"Tues",12,"May"
"725","MNF - Manifestacion",19.4322867905927,-99.1569033082428,2014-05-13,2014-05-13 13:06:00,"Tues",13,"May"
"726","MCH - Marcha",19.4326625877613,-99.1509056663788,2014-05-13,2014-05-13 16:08:00,"Tues",16,"May"
"727","MNF - Manifestacion",19.3757111725011,-99.1867399641624,2014-05-13,2014-05-13 16:10:00,"Tues",16,"May"
"728","MNF - Manifestacion",19.432640522386,-99.1508934470131,2014-05-14,2014-05-14 09:34:00,"Wed",9,"May"
"729","MNF - Manifestacion",19.4324561192202,-99.1333241693116,2014-05-14,2014-05-14 09:36:00,"Wed",9,"May"
"730","MNF - Manifestacion",19.3112590244388,-99.1239546815452,2014-05-14,2014-05-14 10:15:00,"Wed",10,"May"
"731","MNF - Manifestacion",19.444022865358,-99.1393723901215,2014-05-14,2014-05-14 10:21:00,"Wed",10,"May"
"732","MNF - Manifestacion",19.43278419553,-99.1245197457549,2014-05-14,2014-05-14 10:37:00,"Wed",10,"May"
"733","MNF - Manifestacion",19.3775723672695,-99.0697913972061,2014-05-14,2014-05-14 10:39:00,"Wed",10,"May"
"734","MNF - Manifestacion",19.341756,-99.1413648,2014-05-14,2014-05-14 10:47:00,"Wed",10,"May"
"735","MNF - Manifestacion",19.4267118579373,-99.1674819405976,2014-05-14,2014-05-14 10:58:00,"Wed",10,"May"
"736","MNF - Manifestacion",19.4732063060776,-99.1460661966118,2014-05-14,2014-05-14 11:05:00,"Wed",11,"May"
"737","MNF - Manifestacion",19.3801654637824,-99.1226109920655,2014-05-14,2014-05-14 11:09:00,"Wed",11,"May"
"738","MNF - Manifestacion",19.3946213802823,-99.0733612713028,2014-05-14,2014-05-14 11:19:00,"Wed",11,"May"
"739","MNF - Manifestacion",19.4360100510131,-99.1493233855667,2014-05-14,2014-05-14 11:23:00,"Wed",11,"May"
"740","MNF - Manifestacion",19.4321097312454,-99.1573753770294,2014-05-14,2014-05-14 11:28:00,"Wed",11,"May"
"741","MCH - Marcha",19.4350711712687,-99.1499216573334,2014-05-14,2014-05-14 12:21:00,"Wed",12,"May"
"742","MNF - Manifestacion",19.4348624189383,-99.1440985416336,2014-05-14,2014-05-14 12:28:00,"Wed",12,"May"
"743","MCH - Marcha",19.3436648351072,-99.1890447486876,2014-05-14,2014-05-14 13:04:00,"Wed",13,"May"
"744","MCH - Marcha",19.4333592602277,-99.1544785912934,2014-05-14,2014-05-14 17:16:00,"Wed",17,"May"
"745","MNF - Manifestacion",19.4609929112815,-99.1045869848251,2014-05-14,2014-05-14 17:21:00,"Wed",17,"May"
"746","MCH - Marcha",19.4326430517984,-99.1509014936402,2014-05-14,2014-05-14 17:37:00,"Wed",17,"May"
"747","MCH - Marcha",19.4309467130383,-99.1335518968201,2014-05-14,2014-05-14 18:10:00,"Wed",18,"May"
"748","MNF - Manifestacion",19.4318377855141,-99.1325271614441,2014-05-14,2014-05-14 19:21:00,"Wed",19,"May"
"749","MCH - Marcha",19.4312649247272,-99.1481057258644,2014-05-14,2014-05-14 20:42:00,"Wed",20,"May"
"750","MCH - Marcha",19.4342358362626,-99.1408897535896,2014-05-14,2014-05-14 20:54:00,"Wed",20,"May"
"751","MNF - Manifestacion",19.43657,-99.13787,2014-05-14,2014-05-14 21:00:00,"Wed",21,"May"
"752","MNF - Manifestacion",19.4828325822677,-99.1425198847778,2014-05-15,2014-05-15 02:39:00,"Thurs",2,"May"
"753","MNF - Manifestacion",19.4399471816184,-99.1562040033577,2014-05-15,2014-05-15 06:32:00,"Thurs",6,"May"
"754","MNF - Manifestacion",19.4365438044905,-99.1482908522495,2014-05-15,2014-05-15 06:36:00,"Thurs",6,"May"
"755","MNF - Manifestacion",19.4309533955795,-99.1516095968201,2014-05-15,2014-05-15 06:41:00,"Thurs",6,"May"
"756","MNF - Manifestacion",19.4416395619706,-99.154784981875,2014-05-15,2014-05-15 07:56:00,"Thurs",7,"May"
"757","MCH - Marcha",19.3630870121046,-99.0570898343933,2014-05-15,2014-05-15 08:55:00,"Thurs",8,"May"
"758","MNF - Manifestacion",19.4418567907837,-99.1608308139084,2014-05-15,2014-05-15 10:07:00,"Thurs",10,"May"
"759","MNF - Manifestacion",19.4348067726182,-99.1440502618713,2014-05-15,2014-05-15 10:26:00,"Thurs",10,"May"
"760","MCH - Marcha",19.4378678370741,-99.1491200750161,2014-05-15,2014-05-15 10:42:00,"Thurs",10,"May"
"761","MNF - Manifestacion",19.4353085272117,-99.1241120499847,2014-05-15,2014-05-15 11:47:00,"Thurs",11,"May"
"762","MNF - Manifestacion",19.4318644744478,-99.1329460668301,2014-05-15,2014-05-15 12:31:00,"Thurs",12,"May"
"763","MNF - Manifestacion",19.3419055548088,-99.1437380171967,2014-05-16,2014-05-16 09:12:00,"Fri",9,"May"
"764","MCH - Marcha",19.4300994985497,-99.1336813999653,2014-05-16,2014-05-16 09:46:00,"Fri",9,"May"
"765","MNF - Manifestacion",19.3385549447478,-99.1902817940914,2014-05-16,2014-05-16 12:48:00,"Fri",12,"May"
"766","MCH - Marcha",19.4359216442919,-99.1529515661621,2014-05-16,2014-05-16 14:04:00,"Fri",14,"May"
"767","MNF - Manifestacion",19.4319149,-99.133418,2014-05-16,2014-05-16 14:07:00,"Fri",14,"May"
"768","MNF - Manifestacion",19.4362531,-99.1556258,2014-05-16,2014-05-16 15:07:00,"Fri",15,"May"
"769","MNF - Manifestacion",19.4342765354135,-99.1573589642402,2014-05-17,2014-05-17 07:55:00,"Sat",7,"May"
"770","MNF - Manifestacion",19.4325283170332,-99.132688093985,2014-05-18,2014-05-18 12:21:00,"Sun",12,"May"
"771","MNF - Manifestacion",19.3038318320536,-99.1247076016358,2014-05-18,2014-05-18 13:29:00,"Sun",13,"May"
"772","MNF - Manifestacion",19.434776420072,-99.1441253637237,2014-05-19,2014-05-19 12:13:00,"Mon",12,"May"
"773","MNF - Manifestacion",19.4365660485158,-99.1378786223678,2014-05-19,2014-05-19 17:38:00,"Mon",17,"May"
"774","MNF - Manifestacion",19.3386532808984,-99.1903018766476,2014-05-19,2014-05-19 17:40:00,"Mon",17,"May"
"775","MNF - Manifestacion",19.3002707286305,-99.209201935135,2014-05-19,2014-05-19 18:33:00,"Mon",18,"May"
"776","MNF - Manifestacion",19.4309028067989,-99.1517571183159,2014-05-19,2014-05-19 19:25:00,"Mon",19,"May"
"777","MNF - Manifestacion",19.3734995516667,-99.1078364646927,2014-05-20,2014-05-20 13:27:00,"Tues",13,"May"
"778","MNF - Manifestacion",19.352501694827,-99.1860305449829,2014-05-21,2014-05-21 07:39:00,"Wed",7,"May"
"779","MNF - Manifestacion",19.290934175473,-99.1203885717583,2014-05-21,2014-05-21 10:00:00,"Wed",10,"May"
"780","MNF - Manifestacion",19.3721353311943,-99.1032569944733,2014-05-21,2014-05-21 10:19:00,"Wed",10,"May"
"781","MCH - Marcha",19.4355193208824,-99.1505268958481,2014-05-21,2014-05-21 10:46:00,"Wed",10,"May"
"782","MNF - Manifestacion",19.4318733274331,-99.1329500901436,2014-05-21,2014-05-21 11:11:00,"Wed",11,"May"
"783","MNF - Manifestacion",19.4369950616903,-99.196439473996,2014-05-21,2014-05-21 12:12:00,"Wed",12,"May"
"784","MCH - Marcha",19.3706437683128,-99.1587211933756,2014-05-21,2014-05-21 12:17:00,"Wed",12,"May"
"785","MNF - Manifestacion",19.4334490770504,-99.192517846627,2014-05-21,2014-05-21 12:36:00,"Wed",12,"May"
"786","MNF - Manifestacion",19.3897538753395,-99.1945060812633,2014-05-21,2014-05-21 15:40:00,"Wed",15,"May"
"787","MNF - Manifestacion",19.4366890727588,-99.1437792452972,2014-05-21,2014-05-21 16:13:00,"Wed",16,"May"
"788","MNF - Manifestacion",19.4365630343672,-99.1378780432693,2014-05-21,2014-05-21 16:49:00,"Wed",16,"May"
"789","MNF - Manifestacion",19.4345973791382,-99.1605104332046,2014-05-21,2014-05-21 17:01:00,"Wed",17,"May"
"790","MNF - Manifestacion",19.4343477722099,-99.1581778752548,2014-05-21,2014-05-21 17:26:00,"Wed",17,"May"
"791","MCH - Marcha",19.4327934128648,-99.1544993935013,2014-05-21,2014-05-21 17:39:00,"Wed",17,"May"
"792","MCH - Marcha",19.4327138753278,-99.150869307132,2014-05-21,2014-05-21 18:04:00,"Wed",18,"May"
"793","MNF - Manifestacion",19.4345203644692,-99.1385438755798,2014-05-21,2014-05-21 18:05:00,"Wed",18,"May"
"794","MNF - Manifestacion",19.4330569782673,-99.1609637265282,2014-05-21,2014-05-21 19:28:00,"Wed",19,"May"
"795","MNF - Manifestacion",19.4781125649583,-99.0678872745521,2014-05-21,2014-05-21 19:33:00,"Wed",19,"May"
"796","MNF - Manifestacion",19.2935541084577,-99.1796636872372,2014-05-22,2014-05-22 09:19:00,"Thurs",9,"May"
"797","MNF - Manifestacion",19.4365579756646,-99.1378726788513,2014-05-22,2014-05-22 10:44:00,"Thurs",10,"May"
"798","MNF - Manifestacion",19.4360989204252,-99.140577660263,2014-05-22,2014-05-22 11:16:00,"Thurs",11,"May"
"799","MNF - Manifestacion",19.4265955006802,-99.1673639234009,2014-05-22,2014-05-22 11:40:00,"Thurs",11,"May"
"800","MNF - Manifestacion",19.431903680522,-99.1334302055573,2014-05-22,2014-05-22 12:12:00,"Thurs",12,"May"
"801","MCH - Marcha",19.4338567048844,-99.1535752466964,2014-05-22,2014-05-22 12:44:00,"Thurs",12,"May"
"802","MNF - Manifestacion",19.4318251383893,-99.1324976571449,2014-05-22,2014-05-22 16:45:00,"Thurs",16,"May"
"803","MNF - Manifestacion",19.3923795850583,-99.0990558127335,2014-05-22,2014-05-22 18:27:00,"Thurs",18,"May"
"804","MNF - Manifestacion",19.3523578795211,-99.1858041847946,2014-05-23,2014-05-23 09:47:00,"Fri",9,"May"
"805","MNF - Manifestacion",19.4318758568574,-99.1329232680534,2014-05-23,2014-05-23 10:15:00,"Fri",10,"May"
"806","MNF - Manifestacion",19.4326430517984,-99.150869307132,2014-05-23,2014-05-23 10:54:00,"Fri",10,"May"
"807","MNF - Manifestacion",19.4376838430746,-99.133520665588,2014-05-23,2014-05-23 11:46:00,"Fri",11,"May"
"808","MNF - Manifestacion",19.3550642814835,-99.1746832544921,2014-05-23,2014-05-23 14:31:00,"Fri",14,"May"
"809","MNF - Manifestacion",19.431880785731,-99.1329133995422,2014-05-23,2014-05-23 17:29:00,"Fri",17,"May"
"810","MNF - Manifestacion",19.4206875835598,-99.0658627156051,2014-05-23,2014-05-23 18:22:00,"Fri",18,"May"
"811","MNF - Manifestacion",19.4266713858573,-99.1675355847778,2014-05-24,2014-05-24 09:35:00,"Sat",9,"May"
"812","MCH - Marcha",19.4329745418125,-99.1546147942734,2014-05-24,2014-05-24 14:01:00,"Sat",14,"May"
"813","MNF - Manifestacion",19.4355344970869,-99.1544000056656,2014-05-24,2014-05-24 15:17:00,"Sat",15,"May"
"814","MNF - Manifestacion",19.3467166841215,-98.9901607178718,2014-05-24,2014-05-24 22:11:00,"Sat",22,"May"
"815","MNF - Manifestacion",19.4517122909794,-99.1378017670426,2014-05-25,2014-05-25 11:11:00,"Sun",11,"May"
"816","MNF - Manifestacion",19.4271255463654,-99.1674178134918,2014-05-25,2014-05-25 11:21:00,"Sun",11,"May"
"817","MCH - Marcha",19.4357862039187,-99.1496778400421,2014-05-25,2014-05-25 11:45:00,"Sun",11,"May"
"818","MNF - Manifestacion",19.438790627564,-99.140139916394,2014-05-26,2014-05-26 09:18:00,"Mon",9,"May"
"819","MNF - Manifestacion",19.435311222029,-99.1498145664734,2014-05-26,2014-05-26 12:39:00,"Mon",12,"May"
"820","MCH - Marcha",19.4312536968483,-99.1595663731385,2014-05-26,2014-05-26 13:04:00,"Mon",13,"May"
"821","MNF - Manifestacion",19.3055671136598,-99.0635778248536,2014-05-26,2014-05-26 13:19:00,"Mon",13,"May"
"822","MNF - Manifestacion",19.3263505348809,-99.100337278215,2014-05-26,2014-05-26 13:41:00,"Mon",13,"May"
"823","MNF - Manifestacion",19.4270103392157,-99.1676428731384,2014-05-26,2014-05-26 15:18:00,"Mon",15,"May"
"824","MNF - Manifestacion",19.4270457522123,-99.1676536019745,2014-05-26,2014-05-26 16:36:00,"Mon",16,"May"
"825","MNF - Manifestacion",19.3431544271782,-99.040646672792,2014-05-26,2014-05-26 17:26:00,"Mon",17,"May"
"826","MNF - Manifestacion",19.4360966479925,-99.1540821638973,2014-05-27,2014-05-27 05:03:00,"Tues",5,"May"
"827","MNF - Manifestacion",19.4319,-99.13342,2014-05-27,2014-05-27 10:37:00,"Tues",10,"May"
"828","MCH - Marcha",19.4352494132732,-99.1473225568695,2014-05-27,2014-05-27 11:25:00,"Tues",11,"May"
"829","MNF - Manifestacion",19.4318108730131,-99.15122872314,2014-05-27,2014-05-27 12:17:00,"Tues",12,"May"
"830","MNF - Manifestacion",19.3523580419603,-99.1858142551866,2014-05-27,2014-05-27 13:34:00,"Tues",13,"May"
"831","MNF - Manifestacion",19.43475,-99.14415,2014-05-27,2014-05-27 13:52:00,"Tues",13,"May"
"832","MCH - Marcha",19.3926879802087,-99.1727410548783,2014-05-27,2014-05-27 14:28:00,"Tues",14,"May"
"833","MCH - Marcha",19.3996531330593,-99.1705034411739,2014-05-27,2014-05-27 15:50:00,"Tues",15,"May"
"834","MCH - Marcha",19.4022947597008,-99.1707998134224,2014-05-27,2014-05-27 15:56:00,"Tues",15,"May"
"835","MCH - Marcha",19.405776003169,-99.173940000586,2014-05-27,2014-05-27 16:13:00,"Tues",16,"May"
"836","MCH - Marcha",19.3621154647854,-99.1629748987766,2014-05-27,2014-05-27 16:29:00,"Tues",16,"May"
"837","MNF - Manifestacion",19.4113805948739,-99.1798470529175,2014-05-27,2014-05-27 16:44:00,"Tues",16,"May"
"838","MNF - Manifestacion",19.4326458826674,-99.150954382248,2014-05-27,2014-05-27 18:40:00,"Tues",18,"May"
"839","MNF - Manifestacion",19.3533877105297,-99.1212907478851,2014-05-28,2014-05-28 07:32:00,"Wed",7,"May"
"840","MNF - Manifestacion",19.4258432167963,-99.1536990376427,2014-05-28,2014-05-28 08:18:00,"Wed",8,"May"
"841","MCH - Marcha",19.4231199204053,-99.1656554213791,2014-05-28,2014-05-28 08:49:00,"Wed",8,"May"
"842","MNF - Manifestacion",19.410585543938,-99.1803012613033,2014-05-28,2014-05-28 09:40:00,"Wed",9,"May"
"843","MCH - Marcha",19.4308999395083,-99.1595456207794,2014-05-28,2014-05-28 10:04:00,"Wed",10,"May"
"844","MCH - Marcha",19.4126480100275,-99.1813516166717,2014-05-28,2014-05-28 10:25:00,"Wed",10,"May"
"845","MCH - Marcha",19.4058951818975,-99.1685958508874,2014-05-28,2014-05-28 10:35:00,"Wed",10,"May"
"846","MCH - Marcha",19.423226161916,-99.1657063833504,2014-05-28,2014-05-28 10:52:00,"Wed",10,"May"
"847","MNF - Manifestacion",19.436568577867,-99.1378705757408,2014-05-28,2014-05-28 11:07:00,"Wed",11,"May"
"848","MNF - Manifestacion",19.39911,-99.1733,2014-05-28,2014-05-28 11:18:00,"Wed",11,"May"
"849","MCH - Marcha",19.3998770983699,-99.1704132317687,2014-05-28,2014-05-28 12:44:00,"Wed",12,"May"
"850","MCH - Marcha",19.4237725457308,-99.1622919312745,2014-05-28,2014-05-28 13:08:00,"Wed",13,"May"
"851","MNF - Manifestacion",19.4310444553448,-99.1517168851807,2014-05-28,2014-05-28 13:46:00,"Wed",13,"May"
"852","MNF - Manifestacion",19.4928558,-99.1732077,2014-05-28,2014-05-28 18:43:00,"Wed",18,"May"
"853","MNF - Manifestacion",19.4318909034275,-99.133406926001,2014-05-28,2014-05-28 19:12:00,"Wed",19,"May"
"854","MNF - Manifestacion",19.371033193381,-99.1611626911408,2014-05-28,2014-05-28 19:15:00,"Wed",19,"May"
"855","MNF - Manifestacion",19.4451145123704,-99.1459553291832,2014-05-29,2014-05-29 09:05:00,"Thurs",9,"May"
"856","MNF - Manifestacion",19.4528977781762,-99.1089367027245,2014-05-29,2014-05-29 09:37:00,"Thurs",9,"May"
"857","MCH - Marcha",19.4324702704727,-99.1323680507874,2014-05-29,2014-05-29 11:06:00,"Thurs",11,"May"
"858","MCH - Marcha",19.2660487920776,-99.1154638417682,2014-05-29,2014-05-29 11:25:00,"Thurs",11,"May"
"859","MNF - Manifestacion",19.4368179290997,-99.1336666233696,2014-05-29,2014-05-29 12:11:00,"Thurs",12,"May"
"860","MNF - Manifestacion",19.261574034735,-99.1037582243591,2014-05-29,2014-05-29 12:16:00,"Thurs",12,"May"
"861","MNF - Manifestacion",19.3550187303483,-99.174672525656,2014-05-29,2014-05-29 13:12:00,"Thurs",13,"May"
"862","MNF - Manifestacion",19.3511439551327,-99.162654817791,2014-05-29,2014-05-29 13:19:00,"Thurs",13,"May"
"863","MNF - Manifestacion",19.4192570505432,-99.1951780129364,2014-05-29,2014-05-29 13:26:00,"Thurs",13,"May"
"864","MNF - Manifestacion",19.4255381937165,-99.1474163932846,2014-05-29,2014-05-29 14:19:00,"Thurs",14,"May"
"865","MNF - Manifestacion",19.3945857126218,-99.0732831559107,2014-05-29,2014-05-29 14:47:00,"Thurs",14,"May"
"866","MNF - Manifestacion",19.4901095906141,-99.1765857601578,2014-05-30,2014-05-30 09:45:00,"Fri",9,"May"
"867","MCH - Marcha",19.429367521935,-99.1639864366151,2014-05-30,2014-05-30 10:56:00,"Fri",10,"May"
"868","MCH - Marcha",19.432167709448,-99.1568359391785,2014-05-30,2014-05-30 11:03:00,"Fri",11,"May"
"869","MNF - Manifestacion",19.4266157367308,-99.1674658473435,2014-05-30,2014-05-30 11:14:00,"Fri",11,"May"
"870","MNF - Manifestacion",19.4320756812517,-99.1328937637543,2014-05-30,2014-05-30 12:41:00,"Fri",12,"May"
"871","MCH - Marcha",19.4320085543888,-99.1567799266281,2014-05-30,2014-05-30 13:36:00,"Fri",13,"May"
"872","MNF - Manifestacion",19.4326329341488,-99.150880035968,2014-05-30,2014-05-30 14:05:00,"Fri",14,"May"
"873","MNF - Manifestacion",19.4992506543365,-99.1241804854584,2014-05-30,2014-05-30 14:19:00,"Fri",14,"May"
"874","MCH - Marcha",19.3448630136894,-99.1650830845306,2014-05-30,2014-05-30 18:21:00,"Fri",18,"May"
"875","MNF - Manifestacion",19.4320124457104,-99.1342281627392,2014-06-02,2014-06-02 09:55:00,"Mon",9,"Jun"
"876","MCH - Marcha",19.4274511944982,-99.1104363684754,2014-06-02,2014-06-02 10:20:00,"Mon",10,"Jun"
"877","MCH - Marcha",19.4397840483695,-99.1557837895966,2014-06-02,2014-06-02 10:27:00,"Mon",10,"Jun"
"878","MNF - Manifestacion",19.4318187,-99.1170813,2014-06-02,2014-06-02 10:49:00,"Mon",10,"Jun"
"879","MCH - Marcha",19.4331560228648,-99.1492520214569,2014-06-02,2014-06-02 11:48:00,"Mon",11,"Jun"
"880","MNF - Manifestacion",19.4318032847371,-99.1512126298859,2014-06-02,2014-06-02 12:23:00,"Mon",12,"Jun"
"881","MNF - Manifestacion",19.4253161945246,-99.1374541251084,2014-06-02,2014-06-02 14:38:00,"Mon",14,"Jun"
"882","MNF - Manifestacion",19.4627737933934,-99.1089521649124,2014-06-02,2014-06-02 14:42:00,"Mon",14,"Jun"
"883","MNF - Manifestacion",19.4039157530687,-99.1417742962203,2014-06-02,2014-06-02 16:12:00,"Mon",16,"Jun"
"884","MNF - Manifestacion",19.3710387363958,-99.1611681056314,2014-06-02,2014-06-02 16:25:00,"Mon",16,"Jun"
"885","MNF - Manifestacion",19.4241,-99.18044,2014-06-02,2014-06-02 18:14:00,"Mon",18,"Jun"
"886","MNF - Manifestacion",19.4336513191248,-99.1925055681229,2014-06-02,2014-06-02 20:43:00,"Mon",20,"Jun"
"887","MNF - Manifestacion",19.4379942447921,-99.1954649394514,2014-06-03,2014-06-03 07:15:00,"Tues",7,"Jun"
"888","MCH - Marcha",19.3285731030969,-99.1134946944428,2014-06-03,2014-06-03 09:53:00,"Tues",9,"Jun"
"889","MNF - Manifestacion",19.3293779895287,-99.1243145722748,2014-06-03,2014-06-03 10:10:00,"Tues",10,"Jun"
"890","MCH - Marcha",19.4338459188349,-99.1340233571686,2014-06-03,2014-06-03 10:26:00,"Tues",10,"Jun"
"891","MNF - Manifestacion",19.4359290779036,-99.1531822827728,2014-06-03,2014-06-03 10:43:00,"Tues",10,"Jun"
"892","MCH - Marcha",19.4342501350755,-99.1409319152832,2014-06-03,2014-06-03 12:12:00,"Tues",12,"Jun"
"893","MNF - Manifestacion",19.3030024916452,-99.1863405719361,2014-06-03,2014-06-03 12:19:00,"Tues",12,"Jun"
"894","MCH - Marcha",19.3023493827015,-99.1929656282029,2014-06-03,2014-06-03 12:30:00,"Tues",12,"Jun"
"895","MNF - Manifestacion",19.2985724923188,-99.1855520571472,2014-06-03,2014-06-03 13:11:00,"Tues",13,"Jun"
"896","MNF - Manifestacion",19.4834384,-99.1140453,2014-06-03,2014-06-03 14:16:00,"Tues",14,"Jun"
